CRASH_ID,SER_NO,CRASH_DT,CRASH_MO_NO,CRASH_DAY_NO,CRASH_YR_NO,CRASH_WK_DAY_CD,CRASH_HR_NO,CRASH_HR_SHORT_DESC,CNTY_ID,CNTY_NM,CITY_SECT_ID,CITY_SECT_NM,URB_AREA_CD,URB_AREA_SHORT_NM,FC_CD,FC_SHORT_DESC,NHS_FLG,HWY_NO,HWY_SFX_NO,HWY_MED_NM,RDWY_NO,HWY_COMPNT_CD,HWY_COMPNT_SHORT_DESC,MLGE_TYP_CD,MLGE_TYP_SHORT_DESC,RD_CON_NO,LRS_VAL,LAT_DEG_NO,LAT_MINUTE_NO,LAT_SEC_NO,LONGTD_DEG_NO,LONGTD_MINUTE_NO,LONGTD_SEC_NO,LAT_DD,LONGTD_DD,SPECL_JRSDCT_ID,SPECL_JRSDCT_SHORT_DESC,JRSDCT_GRP_CD,JRSDCT_GRP_LONG_DESC,AGY_ST_NO,ST_FULL_NM,RECRE_RD_NM,ISECT_AGY_ST_NO,ISECT_ST_FULL_NM,ISECT_RECRE_RD_NM,ISECT_SEQ_NO,FROM_ISECT_DSTNC_QTY,CMPSS_DIR_CD,MP_NO,POST_SPEED_LMT_VAL,RD_CHAR_CD,RD_CHAR_SHORT_DESC,OFF_RDWY_FLG,ISECT_TYP_CD,ISECT_TYP_SHORT_DESC,ISECT_REL_FLG,RNDABT_FLG,DRVWY_REL_FLG,LN_QTY,TURNG_LEG_QTY,MEDN_TYP_CD,MEDN_TYP_SHORT_DESC,IMPCT_LOC_CD,CRASH_TYP_CD,CRASH_TYP_SHORT_DESC,COLLIS_TYP_CD,COLLIS_TYP_SHORT_DESC,CRASH_SVRTY_CD,CRASH_SVRTY_SHORT_DESC,WTHR_COND_CD,WTHR_COND_SHORT_DESC,RD_SURF_COND_CD,RD_SURF_SHORT_DESC,LGT_COND_CD,LGT_COND_SHORT_DESC,TRAF_CNTL_DEVICE_CD,TRAF_CNTL_DEVICE_SHORT_DESC,TRAF_CNTL_FUNC_FLG,INVSTG_AGY_CD,INVSTG_AGY_SHORT_DESC,CRASH_EVNT_1_CD,CRASH_EVNT_1_SHORT_DESC,CRASH_EVNT_2_CD,CRASH_EVNT_2_SHORT_DESC,CRASH_EVNT_3_CD,CRASH_EVNT_3_SHORT_DESC,CRASH_CAUSE_1_CD,CRASH_CAUSE_1_SHORT_DESC,CRASH_CAUSE_2_CD,CRASH_CAUSE_2_SHORT_DESC,CRASH_CAUSE_3_CD,CRASH_CAUSE_3_SHORT_DESC,SCHL_ZONE_IND,WRK_ZONE_IND,ALCHL_INVLV_FLG,DRUG_INVLV_FLG,MJ_INVLV_FLG,CRASH_SPEED_INVLV_FLG,CRASH_HIT_RUN_FLG,POP_RNG_CD,POP_RNG_MED_DESC,RD_CNTL_CD,RD_CNTL_MED_DESC,RTE_TYP_CD,RTE_ID,RTE_NM,REG_ID,DIST_ID,SEG_MRK_ID,SEG_PT_LRS_MEAS,UNLOCT_FLG,CRASH_LAST_UD_DT,TOT_VHCL_CNT,TOT_FATAL_CNT,TOT_INJ_LVL_A_CNT,TOT_INJ_LVL_B_CNT,TOT_INJ_LVL_C_CNT,TOT_INJ_CNT,TOT_UNINJD_AGE00_04_CNT,TOT_UNINJD_PER_CNT,TOT_PED_CNT,TOT_PED_FATAL_CNT,TOT_PED_INJ_LVL_A_CNT,TOT_PED_INJ_CNT,TOT_PEDCYCL_CNT,TOT_PEDCYCL_FATAL_CNT,TOT_PEDCYCL_INJ_LVL_A_CNT,TOT_PEDCYCL_INJ_CNT,TOT_UNKNWN_CNT,TOT_UNKNWN_FATAL_CNT,TOT_UNKNWN_INJ_CNT,TOT_OCCUP_CNT,TOT_PER_INVLV_CNT,TOT_SFTY_EQUIP_USED_QTY,TOT_SFTY_EQUIP_UNUSED_QTY,TOT_SFTY_EQUIP_USE_UNKNWN_QTY,TOT_PSNGR_VHCL_OCC_UNRESTRND_FATAL_CNT,TOT_MCYCLST_FATAL_CNT,TOT_MCYCLST_INJ_LVL_A_CNT,TOT_MCYCLST_INJ_CNT,TOT_MCYCLST_UNHELMTD_FATAL_CNT,TOT_ALCHL_IMPAIRED_DRVR_INV_FATAL_CNT,TOT_DRVR_AGE_01_20_CNT,LANE_RDWY_DPRT_CRASH_FLG
1778351,01504,02/16/18 00:00:00,02,16,2018,6,14,2P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,27,51.560000000000000,-122,39,10.790000000000000,45.464322222222000,-122.652997222222000,,,,,02301  ,SE TACOMA ST                ,,05013  ,SE 13TH AVE                 ,,1,0,7,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,E,S-1STOP   ,3,REAR    ,4,INJ,2,CLD ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,3,CITY  ,,,,,,,29,F AVOID ,,,,,,,0,0,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_130334,,0,10/30/19 17:21:04,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,N
1778359,00609,01/24/18 00:00:00,01,24,2018,4,17,5P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,28,35.550000000000000,-122,32,13.580000000000000,45.476541666666667,-122.537105555555333,,,,,00824  ,SE FOSTER RD                ,,05122  ,SE 122ND AVE                ,,1,0,7,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,2,DLIT,001,TRF SIGNAL,1,5,NO RPT,124,SLIPPERY  ,,,,,01,TOO-FAST,29,F AVOID ,,,,,0,0,0,1,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02C,58_128284,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1778373,00061,01/03/18 00:00:00,01,03,2018,4,14,2P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,068,  ,CASCADE HWY NORTH,1,0,MN,0,R,,006800100S00,45,28,7.170000000000000,-122,34,44.520000000000000,45.468658333332667,-122.579033333332667,,,,,00817  ,SE FLAVEL ST                ,,05082  ,SE 82ND AVE                 ,,1,,5,6.73000002e+00,35,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,0,NONE  ,,,,,,,29,F AVOID ,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,OR,213  ,OR 213    ,1,02B,293_19730,,0,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,N
1778380,00612,01/24/18 00:00:00,01,24,2018,4,10,10A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,45,29,45.770000000000000,-122,39,1.200000000000000,45.496047222221333,-122.650333333333000,,,,,02126  ,SE RHONE ST                 ,,05015  ,SE 15TH AVE                 ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,03,B,ANGL-OTH  ,1,ANGL    ,4,INJ,3,RAIN,2,WET ,1,DAY ,004,STOP SIGN ,1,0,NONE  ,,,,,,,03,PAS-STOP,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_122170,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1778386,00614,01/24/18 00:00:00,01,24,2018,4,16,4P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,30,15.400000000000000,-122,29,4.820000000000000,45.504277777777000,-122.484672222221333,,,,,00614  ,SE DIVISION ST              ,,05174  ,SE 174TH AVE                ,,1,85,5,,,3,STRGHT  ,0,,,1,0,0,2,,0,NONE ,08,A,ANGL-STP  ,1,ANGL    ,4,INJ,1,CLR ,2,WET ,1,DAY ,001,TRF SIGNAL,1,0,NONE  ,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_193036,,0,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,N
1778412,00617,01/24/18 00:00:00,01,24,2018,4,15,3P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,28,40.460000000000000,-122,34,7.020000000000000,45.477905555554667,-122.568616666666667,,,,,05092  ,SE 92ND AVE                 ,,02331  ,SE TOLMAN ST                ,,1,165,1,,35,2,ALLEY   ,0,,,0,0,0,2,,0,NONE ,08,B,ANGL-OTH  ,6,TURN    ,4,INJ,3,RAIN,2,WET ,1,DAY ,099,UNKNOWN   ,1,3,CITY  ,,,,,,,02,NO-YIELD,,,,,0,0,0,0,0,0,1,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_141630,,0,10/30/19 17:21:04,4,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,0,N
1778435,01537,02/24/18 00:00:00,02,24,2018,7,23,11P,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,026,  ,MT. HOOD,1,0,MN,0,R,,002600100S00,45,29,50.640000000000000,-122,34,16.410000000000000,45.497399999999333,-122.571224999999667,,,,,01940  ,SE POWELL BLVD              ,,05090  ,SE 90TH AVE                 ,,1,,7,5.46000004e+00,35,3,STRGHT  ,1,,,0,0,0,4,,1,RSDMD,01,8,FIX OBJ   ,9,FIX     ,4,INJ,1,CLR ,1,DRY ,2,DLIT,099,UNKNOWN   ,1,3,CITY  ,092,PHANTOM   ,062,TREE      ,,,26,PHANTOM ,,,,,0,0,1,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26   ,US 26     ,1,02B,293_12195,,0,10/30/19 17:21:04,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1778438,01539,02/24/18 00:00:00,02,24,2018,7,18,6P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,,,,,,,,,,,45,30,15.200000000000000,-122,33,2.840000000000000,45.504222222222000,-122.550788888888000,,,,,00614  ,SE DIVISION ST              ,,05109  ,SE 109TH AVE                ,,1,122,7,,,2,ALLEY   ,0,,,0,0,0,4,,0,NONE ,07,B,ANGL-OTH  ,6,TURN    ,4,INJ,1,CLR ,1,DRY ,2,DLIT,099,UNKNOWN   ,1,5,NO RPT,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_120104,,0,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,N
1778440,01541,02/24/18 00:00:00,02,24,2018,7,01,1A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,064,  ,EAST PORTLAND FREEWAY,1,6,CN,0,R,2,0064BL100S00,45,28,42.800000000000000,-122,34,0.370000000000000,45.478555555554667,-122.566769444443667,,,,,02658  ,SE WOODSTOCK BLVD           ,,05094  ,SE 94TH AVE                 ,,1,,8,1.78700008e+01,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,2,DLIT,001,TRF SIGNAL,1,3,CITY  ,,,,,,,29,F AVOID ,,,,,,,0,0,0,0,1,9,"Over 200,000",2,PORTLAND HWY SYSTEM,IS,205  ,I-205     ,1,02B,293_6089,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,N
1778469,00628,01/24/18 00:00:00,01,24,2018,4,08,8A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,28,16.240000000000000,-122,36,35.980000000000000,45.471177777777667,-122.609994444444000,,,,,01807  ,SE OGDEN ST                 ,,05052  ,SE 52ND AVE                 ,,1,0,5,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,E,S-1STOP   ,3,REAR    ,4,INJ,3,RAIN,2,WET ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,,,,,,,29,F AVOID ,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_129151,,0,10/30/19 17:21:04,2,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1,0,0,0,0,0,0,0,N
1778477,00633,01/04/18 00:00:00,01,04,2018,5,21,9P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,31,8.580000000000000,-122,33,30.310000000000000,45.519049999999667,-122.558419444444000,,,,,02259  ,SE STARK ST                 ,,05102  ,SE 102ND AVE                ,,1,0,3,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,C,S-STRGHT  ,5,SS-O    ,4,INJ,1,CLR ,1,DRY ,2,DLIT,015,ONE-WAY   ,1,5,NO RPT,,,,,,,13,IMP LN C,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_115685,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1778488,00641,01/20/18 00:00:00,01,20,2018,7,03,3A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,31,6.000000000000000,-122,33,27.370000000000000,45.518333333332667,-122.557602777777000,,,,,02612  ,SE WASHINGTON ST            ,,07103  ,SE 103RD DR                 ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,04,B,ANGL-OTH  ,1,ANGL    ,4,INJ,3,RAIN,2,WET ,2,DLIT,001,TRF SIGNAL,1,5,NO RPT,115,DSTRCT GPS,,,,,27,INATTENT,04,DIS SIG ,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_115950,,0,10/30/19 17:21:04,2,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,3,0,0,0,0,0,0,1,N
1778503,01560,02/25/18 00:00:00,02,25,2018,1,16,4P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,11,U INTRST,1,001,  ,PACIFIC,2,0,MN,0,R,,000100200S00,45,30,39.180000000000000,-122,40,0.220000000000000,45.510883333333000,-122.666727777777667,,,,,00302  ,PACIFIC HY I-5              ,,09452  ,SB EX MARQUAM BR            ,,1,,5,3.00640015e+02,50,8,BRIDGE  ,0,,,0,0,0,3,,0,NONE ,04,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,015,ONE-WAY   ,1,0,NONE  ,013,FORCED    ,,,,,01,TOO-FAST,,,,,,,0,0,0,1,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,IS,5    ,I-5       ,1,02B,293_3024,,0,10/30/19 17:21:04,3,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,N
1778505,00649,01/25/18 00:00:00,01,25,2018,5,01,1A ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,45,29,41.310000000000000,-122,34,26.590000000000000,45.494808333333333,-122.574052777777667,,,,,00287  ,SE BUSH ST                  ,,05086  ,SE 86TH AVE                 ,,1,0,7,,25,1,INTER   ,1,2,2-LEG  ,0,0,0,,0,,,06,8,FIX OBJ   ,9,FIX     ,4,INJ,1,CLR ,2,WET ,2,DLIT,099,UNKNOWN   ,1,3,CITY  ,040,CURB      ,062,TREE      ,,,30,SPEED   ,08,IMP-TURN,,,0,0,0,0,0,1,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_190792,,0,10/30/19 17:21:04,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,N
1778524,01563,02/25/18 00:00:00,02,25,2018,1,00,12A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,30,59.350000000000000,-122,39,9.480000000000000,45.516486111111000,-122.652633333333000,,,,,00226  ,SE BELMONT ST               ,,05013  ,SE 13TH AVE                 ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,04,B,ANGL-OTH  ,1,ANGL    ,4,INJ,1,CLR ,2,WET ,2,DLIT,004,STOP SIGN ,1,5,NO RPT,013,FORCED    ,,,,,03,PAS-STOP,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_115978,,0,10/30/19 17:21:04,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1778539,01567,02/25/18 00:00:00,02,25,2018,1,15,3P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,026,  ,MT. HOOD,1,6,CN,0,R,1,0026AD100S00,45,30,4.640000000000000,-122,39,41.090000000000000,45.501288888888000,-122.661413888888000,,,,,01642  ,SB EF ROSS IS BR C1         ,,01940  ,SE POWELL BLVD              ,,1,,4,9.80000019e-01,,8,BRIDGE  ,0,,,0,0,0,1,,0,NONE ,03,&,OVERTURN  ,8,NCOL    ,4,INJ,3,RAIN,2,WET ,1,DAY ,015,ONE-WAY   ,1,5,NO RPT,124,SLIPPERY  ,,,,,01,TOO-FAST,,,,,,,0,0,0,1,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26   ,US 26     ,1,02B,293_6303,,0,10/30/19 17:21:04,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Y
1778545,00652,01/25/18 00:00:00,01,25,2018,5,18,6P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,31,8.690000000000000,-122,31,39.930000000000000,45.519080555554667,-122.527758333332667,,,,,02259  ,SE STARK ST                 ,,05133  ,SE 133RD AVE                ,,1,390,7,,,3,STRGHT  ,0,,,0,0,1,5,,0,NONE ,08,H,O-1 L-TURN,6,TURN    ,4,INJ,3,RAIN,2,WET ,2,DLIT,090,L-TURN REF,1,0,NONE  ,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_185681,,0,10/30/19 17:21:04,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1778596,00671,01/26/18 00:00:00,01,26,2018,6,16,4P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,29,24.080000000000000,-122,34,6.980000000000000,45.490022222221333,-122.568605555554667,,,,,01055  ,SE HOLGATE BLVD             ,,05092  ,SE 92ND AVE                 ,,1,0,1,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,06,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,0,NONE  ,,,,,,,29,F AVOID ,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_184562,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,1,0,0,0,0,0,0,0,N
1778598,00673,01/26/18 00:00:00,01,26,2018,6,12,12P,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,,,,,,,,,,,45,30,44.760000000000000,-122,37,22.330000000000000,45.512433333333000,-122.622869444443667,,,,,05039  ,SE 39TH AV/CESAR CHAVEZ     ,,01028  ,SE HAWTHORNE BLVD           ,,1,110,1,,,3,STRGHT  ,0,,,1,0,0,4,,0,NONE ,08,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,,,,,,,27,INATTENT,29,F AVOID ,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_117583,,0,10/30/19 17:21:04,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,N
1778701,01590,02/26/18 00:00:00,02,26,2018,2,12,12P,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,026,  ,MT. HOOD,1,0,MN,0,R,,002600100S00,45,29,49.420000000000000,-122,32,17.900000000000000,45.497061111110333,-122.538305555555333,,,,,01940  ,SE POWELL BLVD              ,,05122  ,SE 122ND AVE                ,,1,,7,7.17999983e+00,35,3,STRGHT  ,0,,,0,0,0,2,,0,NONE ,03,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,099,UNKNOWN   ,1,5,NO RPT,013,FORCED    ,,,,,07,TOO-CLOS,,,,,,,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,US,26   ,US 26     ,1,02B,293_18791,,0,10/30/19 17:21:04,3,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,N
1778705,00693,01/27/18 00:00:00,01,27,2018,7,11,11A,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,19,U LOCAL ,0,,,,,,,,,,,45,28,16.750000000000000,-122,36,9.280000000000000,45.471319444443667,-122.602577777777000,,,,,01807  ,SE OGDEN ST                 ,,05060  ,SE 60TH AVE                 ,,1,75,7,,,2,ALLEY   ,0,,,0,0,0,2,,0,NONE ,07,2,PRKD MV   ,-,BACK    ,4,INJ,1,CLR ,1,DRY ,1,DAY ,099,UNKNOWN   ,1,0,NONE  ,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_500214,,0,10/30/19 17:21:04,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1778709,01593,02/26/18 00:00:00,02,26,2018,2,23,11P,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,11,U INTRST,1,001,  ,PACIFIC,1,6,CN,0,R,1,0001UY100S00,45,30,47.740000000000000,-122,40,2.570000000000000,45.513261111111000,-122.667380555554667,,,,,00302  ,PACIFIC HY I-5              ,,09452  ,SB EX MARQUAM BR            ,,1,,1,3.00809998e+02,50,8,BRIDGE  ,0,,,0,0,0,2,,0,NONE ,04,E,S-1STOP   ,3,REAR    ,4,INJ,1,CLR ,1,DRY ,2,DLIT,015,ONE-WAY   ,1,5,NO RPT,013,FORCED    ,,,,,07,TOO-CLOS,,,,,,1,0,0,0,0,0,9,"Over 200,000",2,PORTLAND HWY SYSTEM,IS,5    ,I-5       ,1,02B,293_4006,,0,10/30/19 17:21:04,3,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,0,0,0,0,0,1,N
1778727,01595,02/26/18 00:00:00,02,26,2018,2,19,7P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,28,35.200000000000000,-122,32,36.360000000000000,45.476444444443667,-122.543433333333333,,,,,00824  ,SE FOSTER RD                ,,00857  ,SE FOSTER PL                ,,1,504,7,,,3,STRGHT  ,0,,,0,0,0,5,,0,NONE ,08,3,PED       ,0,PED     ,4,INJ,2,CLD ,1,DRY ,2,DLIT,090,L-TURN REF,1,3,CITY  ,,,,,,,18,IN RDWY ,19,NT VISBL,,,0,0,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02C,58_194268,,0,10/30/19 17:21:04,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,N
1778752,01607,02/27/18 00:00:00,02,27,2018,3,20,8P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,14,U PR-ART,1,,,,,,,,,,,45,31,4.570000000000000,-122,39,38.670000000000000,45.517936111110667,-122.660741666666000,,,,,00113  ,SE ALDER ST                 ,,00929  ,SE GRAND AVE                ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,04,B,ANGL-OTH  ,1,ANGL    ,4,INJ,1,CLR ,1,DRY ,2,DLIT,004,STOP SIGN ,1,5,NO RPT,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_115498,,0,10/30/19 17:21:04,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,1,0,0,0,N
1778764,01610,02/27/18 00:00:00,02,27,2018,3,18,6P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,17,U MJ-COL,0,,,,,,,,,,,45,27,41.210000000000000,-122,36,5.410000000000000,45.461447222222000,-122.601502777777000,,,,,00457  ,SE CLATSOP ST               ,,00852  ,SE FLAVEL DR                ,,1,0,9,,,1,INTER   ,0,1,CROSS  ,0,0,0,,0,,,02,B,ANGL-OTH  ,1,ANGL    ,4,INJ,1,CLR ,1,DRY ,5,DUSK,004,STOP SIGN ,1,5,NO RPT,,,,,,,02,NO-YIELD,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02B,58_131064,,0,10/30/19 17:21:04,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,N
1778811,01630,02/20/18 00:00:00,02,20,2018,3,17,5P ,26,Multnomah,245,Portland SE,57,PORTLAND UA    ,16,U MN-ART,0,,,,,,,,,,,45,28,30.610000000000000,-122,29,53.600000000000000,45.475169444443667,-122.498222222221333,,,,,00824  ,SE FOSTER RD                ,,05162  ,SE 162ND AVE                ,,1,0,8,,,1,INTER   ,1,3,3-LEG  ,0,0,0,,0,,,06,8,FIX OBJ   ,9,FIX     ,4,INJ,1,CLR ,1,DRY ,1,DAY ,001,TRF SIGNAL,1,3,CITY  ,043,GARDRAIL  ,013,FORCED    ,,,17,ILLNESS ,,,,,,,0,0,0,0,0,9,"Over 200,000",1,PORTLAND CITY STREET,,,,1,02C,58_500086,,0,10/30/19 17:21:04,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,N
