PaymentPlan,Date,Duration,Occasion,Distance_Miles,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Casual,2019-07-06,00:25:53,Normal Thursday,0.84,45.52507854,-122.6775563,45.51898132,-122.6812685
Casual,2019-07-06,00:01:07,Normal Thursday,0,45.5129374,-122.6557155,45.5129374,-122.6557155
Casual,2019-07-06,00:34:11,Normal Thursday,1.84,45.51592353,-122.6833123,45.51556831,-122.6738924
Subscriber,2019-07-06,00:36:18,Normal Thursday,1.75,45.51556831,-122.6738924,45.5158224,-122.6658465
Casual,2019-07-06,00:17:49,Normal Thursday,1.5,45.52536699,-122.6725459,45.52976024,-122.6966429
Casual,2019-07-06,00:14:46,Normal Thursday,1.23,45.52374151,-122.6818129,45.53715171,-122.6881027
Casual,2019-07-06,00:03:35,Normal Thursday,0,45.51782551,-122.6724963,45.51782551,-122.6724963
Casual,2019-07-06,00:13:18,Normal Thursday,1.63,45.5129374,-122.6557155,45.5239044,-122.6702935
Subscriber,2019-07-06,00:20:43,Normal Thursday,1.9,45.52536699,-122.6725459,45.5437313,-122.6681493
Casual,2019-07-06,00:18:38,Normal Thursday,1.84,45.51928859,-122.6792488,45.5093865,-122.6608269
Subscriber,2019-07-06,00:41:00,Normal Thursday,2.17,45.54179953,-122.6614845,45.56282546,-122.6747467
Casual,2019-07-06,00:27:08,Normal Thursday,1.9,45.5173489,-122.6835569,45.51556831,-122.6738924
Casual,2019-07-06,00:15:53,Normal Thursday,1.42,45.5140232,-122.6853843,45.52556242,-122.6892561
Casual,2019-07-06,00:14:58,Normal Thursday,1.4,45.5140232,-122.6853843,45.52556242,-122.6892561
Casual,2019-07-06,00:16:40,Normal Thursday,1.83,45.5236794,-122.6821551,45.53083126,-122.6815957
Subscriber,2019-07-06,00:01:50,Normal Thursday,0.25,45.5195311,-122.6860342,45.51898132,-122.6812685
Casual,2019-07-06,00:14:22,Normal Thursday,1.4,45.5137595,-122.6843666,45.52556242,-122.6892561
Casual,2019-07-06,00:05:57,Normal Thursday,0.58,45.50468892,-122.6345551,45.51202353,-122.6363119
Casual,2019-07-06,00:58:29,Normal Thursday,4.74,45.51782551,-122.6724963,45.521542,-122.706764
Casual,2019-07-06,00:59:34,Normal Thursday,4.81,45.51782551,-122.6724963,45.521542,-122.706764
Casual,2019-07-06,00:30:37,Normal Thursday,2.34,45.53508224,-122.6505639,45.50512504,-122.6533681
Casual,2019-07-06,00:17:26,Normal Thursday,2.51,45.50280906,-122.6535398,45.52374151,-122.6818129
Casual,2019-07-06,00:26:23,Normal Thursday,2.87,45.53409115,-122.6949424,45.52269573,-122.6703492
Casual,2019-07-06,00:27:04,Normal Thursday,1.43,45.52269573,-122.6703492,45.51184309,-122.68372
Casual,2019-07-06,00:26:15,Normal Thursday,2.92,45.5341466,-122.6947255,45.52269573,-122.6703492
Casual,2019-07-06,00:10:19,Normal Thursday,1.36,45.53715171,-122.6881027,45.52269573,-122.6703492
Subscriber,2019-07-06,00:06:01,Normal Thursday,0.35,45.5170806,-122.6797003,45.51544427,-122.6846749
Subscriber,2019-07-06,00:03:41,Normal Thursday,0.35,45.5193417,-122.6824792,45.522793,-122.684012
Casual,2019-07-06,00:10:09,Normal Thursday,0.94,45.526434,-122.636245,45.5193253,-122.643512
Casual,2019-07-06,00:08:00,Normal Thursday,0.54,45.52142066,-122.6726291,45.51928859,-122.6792488
Casual,2019-07-06,00:07:39,Normal Thursday,1.14,45.52487653,-122.6965141,45.51889487,-122.6774061
Casual,2019-07-06,00:12:02,Normal Thursday,1.46,45.53083126,-122.6815957,45.53550403,-122.7006608
Casual,2019-07-06,00:12:01,Normal Thursday,1.42,45.53083126,-122.6815957,45.53550403,-122.7006608
Subscriber,2019-07-06,00:13:53,Normal Thursday,1.72,45.5437313,-122.6681493,45.5627016,-122.6712119
Casual,2019-07-06,00:14:16,Normal Thursday,0.92,45.52269573,-122.6703492,45.51928859,-122.6792488
Casual,2019-07-06,00:03:44,Normal Thursday,0.57,45.50468892,-122.6345551,45.5033655,-122.6447314
Casual,2019-07-06,00:32:56,Normal Thursday,2.01,45.52247868,-122.6732969,45.50624163,-122.6633379
Casual,2019-07-06,00:13:29,Normal Thursday,0.92,45.52269573,-122.6703492,45.51928859,-122.6792488
Casual,2019-07-06,00:19:41,Normal Thursday,0.51,45.52247868,-122.6732969,45.52507854,-122.6775563
Casual,2019-07-06,00:07:58,Normal Thursday,0.89,45.51202353,-122.6363119,45.4975884,-122.6365911
Subscriber,2019-07-06,00:26:23,Normal Thursday,2.75,45.5229504,-122.6831526,45.5229504,-122.6831526
Subscriber,2019-07-06,00:12:45,Normal Thursday,0.9,45.5140232,-122.6853843,45.52374151,-122.6818129
Subscriber,2019-07-06,00:12:10,Normal Thursday,1.91,45.52196048,-122.6896772,45.5207982,-122.6607354
Casual,2019-07-06,00:28:02,Normal Thursday,1.82,45.5193416,-122.6516153,45.5065424,-122.6610141
Casual,2019-07-06,00:26:59,Normal Thursday,1.99,45.5193621,-122.6577553,45.5065424,-122.6610141
Casual,2019-07-06,00:24:54,Normal Thursday,2.69,45.50971347,-122.6777159,45.52487653,-122.6965141
Casual,2019-07-06,00:04:33,Normal Thursday,0.61,45.52556242,-122.6892561,45.53080401,-122.6844227
Casual,2019-07-06,00:54:16,Normal Thursday,4.34,45.5211726,-122.6763654,45.512867,-122.67487
Casual,2019-07-06,00:06:00,Normal Thursday,0.43,45.51782551,-122.6724963,45.512867,-122.67487
Casual,2019-07-06,00:46:26,Normal Thursday,4.04,45.52374151,-122.6818129,45.51782551,-122.6724963
Casual,2019-07-06,00:32:58,Normal Thursday,2.73,45.51195,-122.61416,45.5221371,-122.6372902
Casual,2019-07-06,00:03:28,Normal Thursday,0.01,45.5211726,-122.6763654,45.5211726,-122.6763654
Subscriber,2019-07-06,00:08:41,Normal Thursday,0.94,45.51889487,-122.6774061,45.5079816,-122.6765779
Casual,2019-07-06,00:48:16,Normal Thursday,4.3,45.5211726,-122.6763654,45.512867,-122.67487
Casual,2019-07-06,00:47:10,Normal Thursday,2.05,45.5215967,-122.6737711,45.534006,-122.655568
Casual,2019-07-06,00:48:28,Normal Thursday,4.27,45.5211726,-122.6763654,45.512867,-122.67487
Casual,2019-07-06,00:06:57,Normal Thursday,0.65,45.53083126,-122.6815957,45.52374151,-122.6818129
Subscriber,2019-07-06,00:05:12,Normal Thursday,0.52,45.5211726,-122.6763654,45.5196219,-122.683496
Casual,2019-07-06,00:45:54,Normal Thursday,4.32,45.5211726,-122.6763654,45.512867,-122.67487
Casual,2019-07-06,00:10:47,Normal Thursday,1.51,45.5248422,-122.6964086,45.5140232,-122.6853843
Subscriber,2019-07-06,00:18:28,Normal Thursday,0.75,45.5164548,-122.6282071,45.5164579,-122.6425089
Subscriber,2019-07-06,00:28:39,Normal Thursday,2.04,45.51195,-122.61416,45.511907,-122.6294804
Casual,2019-07-06,00:27:14,Normal Thursday,4.23,45.54998583,-122.6756573,45.553879,-122.602272
Subscriber,2019-07-06,00:10:15,Normal Thursday,1.34,45.5252624,-122.6734734,45.50936198,-122.6812121
Casual,2019-07-06,00:06:29,Normal Thursday,0.52,45.5264714,-122.6863235,45.5266354,-122.6765624
Casual,2019-07-06,00:32:26,Normal Thursday,3.69,45.52976024,-122.6966429,45.51633325,-122.6566324
Casual,2019-07-06,00:09:14,Normal Thursday,1.12,45.50936198,-122.6812121,45.49913657,-122.6716433
Casual,2019-07-06,00:20:40,Normal Thursday,3.33,45.53142501,-122.6895659,45.5120818,-122.6533493
Subscriber,2019-07-06,00:09:03,Normal Thursday,0.85,45.522987,-122.6811288,45.5263426,-122.6924051
Casual,2019-07-06,00:15:44,Normal Thursday,1.98,45.52358836,-122.6619177,45.52826831,-122.6945615
Casual,2019-07-06,00:17:19,Normal Thursday,2.25,45.5475928,-122.6667604,45.51928859,-122.6792488
Subscriber,2019-07-06,00:09:06,Normal Thursday,0.71,45.5229366,-122.6840002,45.52634601,-122.6941484
Casual,2019-07-06,00:14:54,Normal Thursday,1.97,45.52358836,-122.6619177,45.52826831,-122.6945615
Casual,2019-07-06,00:10:50,Normal Thursday,0.68,45.52536699,-122.6725459,45.52579919,-122.6855063
Casual,2019-07-06,00:36:40,Normal Thursday,3.07,45.512867,-122.67487,45.512867,-122.67487
Casual,2019-07-06,00:06:09,Normal Thursday,0.46,45.5331594,-122.6719537,45.5322146,-122.6709375
Casual,2019-07-06,00:15:13,Normal Thursday,2.24,45.5475928,-122.6667604,45.51928859,-122.6792488
Subscriber,2019-07-06,00:05:20,Normal Thursday,0.55,45.51782551,-122.6724963,45.5231295,-122.6733823
Casual,2019-07-06,00:34:51,Normal Thursday,3.12,45.512867,-122.67487,45.512867,-122.67487
Casual,2019-07-06,00:16:31,Normal Thursday,2.4,45.5285316,-122.6669945,45.55941042,-122.6685226
Casual,2019-07-06,00:33:37,Normal Thursday,2.52,45.52142066,-122.6726291,45.541258,-122.696672
Subscriber,2019-07-06,00:33:42,Normal Thursday,2.48,45.5222612,-122.6733858,45.541258,-122.696672
Casual,2019-07-06,00:31:59,Normal Thursday,2.7,45.52269573,-122.6703492,45.5239947,-122.701369
Casual,2019-07-06,00:19:52,Normal Thursday,1.97,45.5475928,-122.6667604,45.55905507,-122.6427104
Casual,2019-07-06,00:31:08,Normal Thursday,2.69,45.52269573,-122.6703492,45.5239947,-122.701369
Subscriber,2019-07-06,00:07:52,Normal Thursday,0.84,45.52358836,-122.6619177,45.5136673,-122.6607821
Subscriber,2019-07-06,00:03:30,Normal Thursday,0.22,45.52487653,-122.6965141,45.52331306,-122.6932633
Casual,2019-07-06,00:36:18,Normal Thursday,4.24,45.52142066,-122.6726291,45.52536699,-122.6725459
Subscriber,2019-07-06,00:03:31,Normal Thursday,0.21,45.52487653,-122.6965141,45.52331306,-122.6932633
Casual,2019-07-06,00:21:05,Normal Thursday,2.24,45.53080401,-122.6844227,45.522512999999996,-122.6702589
Casual,2019-07-06,00:17:35,Normal Thursday,1.96,45.5475928,-122.6667604,45.55905507,-122.6427104
Casual,2019-07-06,00:49:42,Normal Thursday,4.43,45.50468892,-122.6345551,45.53232501,-122.6824299
Casual,2019-07-06,00:24:20,Normal Thursday,1.83,45.522793,-122.684012,45.52181825,-122.7044079
Casual,2019-07-06,00:50:34,Normal Thursday,4.57,45.50468892,-122.6345551,45.53083126,-122.6815957
Casual,2019-07-06,00:47:01,Normal Thursday,4.47,45.50468892,-122.6345551,45.53232501,-122.6824299
Casual,2019-07-06,00:50:39,Normal Thursday,4.56,45.50468892,-122.6345551,45.53083126,-122.6815957
Casual,2019-07-06,00:11:29,Normal Thursday,0.74,45.5211726,-122.6763654,45.5144089,-122.6840143
Casual,2019-07-06,00:23:31,Normal Thursday,1.84,45.522793,-122.684012,45.52181825,-122.7044079
Subscriber,2019-07-06,00:04:23,Normal Thursday,0.24,45.5305596,-122.6683984,45.53086696,-122.6658887
Casual,2019-07-06,00:06:14,Normal Thursday,0.84,45.50910258,-122.6735169,45.51556831,-122.6738924
Casual,2019-07-06,00:49:31,Normal Thursday,4.63,45.50468892,-122.6345551,45.53083126,-122.6815957
Casual,2019-07-06,00:46:01,Normal Thursday,4.5,45.50468892,-122.6345551,45.53232501,-122.6824299
Casual,2019-07-06,00:06:06,Normal Thursday,0.57,45.5220269,-122.6810799,45.5168246,-122.6873231
Casual,2019-07-06,00:05:10,Normal Thursday,0.71,45.522018,-122.6781919,45.51556831,-122.6738924
Subscriber,2019-07-06,00:16:47,Normal Thursday,2.19,45.52871176,-122.674166,45.52297292,-122.6434118
Subscriber,2019-07-06,00:07:04,Normal Thursday,0.75,45.51544427,-122.6846749,45.5226224,-122.6777869
Casual,2019-07-06,00:20:33,Normal Thursday,2.5,45.5364659,-122.6494742,45.5245495,-122.6734472
Casual,2019-07-06,00:19:16,Normal Thursday,2.5,45.5364659,-122.6494742,45.5245495,-122.6734472
Casual,2019-07-06,00:12:39,Normal Thursday,2.49,45.4913187,-122.6486511,45.51556831,-122.6738924
Casual,2019-07-06,00:06:27,Normal Thursday,0.77,45.52487653,-122.6965141,45.5300183,-122.6864524
Subscriber,2019-07-06,00:15:19,Normal Thursday,0.87,45.5230877,-122.6695852,45.5200155,-122.6821151
Casual,2019-07-06,00:13:58,Normal Thursday,0.66,45.5211726,-122.6763654,45.52500056,-122.6811048
Subscriber,2019-07-06,00:04:29,Normal Thursday,0.54,45.5626903,-122.6739641,45.56251948,-122.6770306
Casual,2019-07-06,00:14:14,Normal Thursday,0.65,45.52871176,-122.674166,45.52269573,-122.6703492
Casual,2019-07-06,00:15:33,Normal Thursday,1.85,45.50624163,-122.6633379,45.5115447,-122.6658674
Casual,2019-07-06,00:02:29,Normal Thursday,0.03,45.5211726,-122.6763654,45.5211726,-122.6763654
Subscriber,2019-07-06,00:05:54,Normal Thursday,0.67,45.52556242,-122.6892561,45.52914205,-122.6987028
Casual,2019-07-06,00:16:13,Normal Thursday,1.38,45.5449084,-122.6775915,45.5626825,-122.6760011
Casual,2019-07-06,00:06:47,Normal Thursday,0.04,45.548276,-122.611164,45.548276,-122.611164
Casual,2019-07-06,00:12:23,Normal Thursday,0.65,45.52871176,-122.674166,45.52269573,-122.6703492
Casual,2019-07-06,00:05:06,Normal Thursday,1.22,45.5482808,-122.6116674,45.5555228,-122.6122199
Casual,2019-07-06,00:10:38,Normal Thursday,0.67,45.52871176,-122.674166,45.52269573,-122.6703492
Casual,2019-07-06,00:10:30,Normal Thursday,0.66,45.5211726,-122.6763654,45.52500056,-122.6811048
Subscriber,2019-07-06,00:07:01,Normal Thursday,0.69,45.5297203,-122.7026605,45.53211645,-122.6986304
Casual,2019-07-06,00:10:37,Normal Thursday,1.73,45.53508224,-122.6505639,45.5315321,-122.6814345
Casual,2019-07-06,00:21:14,Normal Thursday,1.15,45.52269573,-122.6703492,45.53232501,-122.6824299
Casual,2019-07-06,00:21:11,Normal Thursday,1.15,45.52269573,-122.6703492,45.53232501,-122.6824299
Casual,2019-07-06,00:20:48,Normal Thursday,1.13,45.52269573,-122.6703492,45.53232501,-122.6824299
Casual,2019-07-06,00:20:27,Normal Thursday,1.13,45.52269573,-122.6703492,45.53232501,-122.6824299
Casual,2019-07-06,00:07:34,Normal Thursday,0.91,45.52196048,-122.6896772,45.53080401,-122.6844227
Casual,2019-07-06,00:06:10,Normal Thursday,0.09,45.51184309,-122.68372,45.51184309,-122.68372
Casual,2019-07-06,00:03:59,Normal Thursday,0.48,45.511907,-122.6294804,45.5048393,-122.6296306
Subscriber,2019-07-06,00:25:11,Normal Thursday,2.61,45.5158224,-122.6658465,45.53715171,-122.6881027
Subscriber,2019-07-06,00:25:49,Normal Thursday,4.53,45.52196048,-122.6896772,45.5590785,-122.644849
Subscriber,2019-07-06,00:14:07,Normal Thursday,1.08,45.5120577,-122.6245,45.51195,-122.61416
Subscriber,2019-07-06,00:24:07,Normal Thursday,2.64,45.5158224,-122.6658465,45.53715171,-122.6881027
Subscriber,2019-07-06,00:13:49,Normal Thursday,1.05,45.5120577,-122.6245,45.51195,-122.61416
Casual,2019-07-06,00:24:28,Normal Thursday,2.37,45.521542,-122.706764,45.52196048,-122.6896772
Subscriber,2019-07-06,00:04:39,Normal Thursday,0.33,45.5626825,-122.6760011,45.56251948,-122.6770306
Casual,2019-07-06,00:37:01,Normal Thursday,3.36,45.51633325,-122.6566324,45.52269573,-122.6703492
Casual,2019-07-06,00:07:20,Normal Thursday,0.94,45.52487653,-122.6965141,45.5193417,-122.6824792
Casual,2019-07-06,00:23:32,Normal Thursday,2.42,45.521542,-122.706764,45.52196048,-122.6896772
Casual,2019-07-06,00:11:06,Normal Thursday,0.93,45.508028,-122.6819378,45.5140232,-122.6853843
Casual,2019-07-06,00:32:22,Normal Thursday,2.94,45.5230461,-122.6678137,45.5194511,-122.6714939
Casual,2019-07-06,00:05:32,Normal Thursday,0.65,45.5315127,-122.6824564,45.5250657,-122.684239
Subscriber,2019-07-06,00:10:16,Normal Thursday,0.83,45.5193253,-122.643512,45.52373453,-122.6372065
Casual,2019-07-06,00:15:58,Normal Thursday,1.12,45.52269573,-122.6703492,45.53232501,-122.6824299
Casual,2019-07-06,00:30:11,Normal Thursday,2.48,45.52269573,-122.6703492,45.5194511,-122.6714939
Casual,2019-07-06,00:27:10,Normal Thursday,2.77,45.51782551,-122.6724963,45.512867,-122.67487
Casual,2019-07-06,00:28:53,Normal Thursday,2.38,45.52269573,-122.6703492,45.5194511,-122.6714939
Casual,2019-07-06,00:03:45,Normal Thursday,0.26,45.5300183,-122.6864524,45.5279666,-122.6813021
Subscriber,2019-07-06,00:13:33,Normal Thursday,0.88,45.53080401,-122.6844227,45.5290819,-122.6985965
Subscriber,2019-07-06,00:09:08,Normal Thursday,0.78,45.55458563,-122.6755413,45.5605251,-122.6684308
Casual,2019-07-06,00:04:09,Normal Thursday,0.48,45.5250657,-122.684239,45.5300954,-122.6823954
Subscriber,2019-07-06,00:09:48,Normal Thursday,0.87,45.53080401,-122.6844227,45.5290819,-122.6985965
Casual,2019-07-06,00:12:51,Normal Thursday,1.39,45.5137595,-122.6843666,45.52487653,-122.6965141
Subscriber,2019-07-06,00:06:17,Normal Thursday,0.85,45.52374151,-122.6818129,45.53290424,-122.68626
Casual,2019-07-06,00:14:19,Normal Thursday,0.95,45.5225351,-122.6744118,45.51898132,-122.6812685
Casual,2019-07-06,00:18:28,Normal Thursday,2.81,45.52500056,-122.6811048,45.517605,-122.6903463
Casual,2019-07-06,00:01:12,Normal Thursday,0,45.5123205,-122.6789108,45.5123205,-122.6789108
Casual,2019-07-06,00:13:10,Normal Thursday,0.82,45.5231051,-122.6744101,45.51898132,-122.6812685
Casual,2019-07-06,00:16:23,Normal Thursday,0.7,45.52651,-122.6832776,45.5200382,-122.6879003
Casual,2019-07-06,00:21:06,Normal Thursday,2.01,45.5395662,-122.66163,45.5231391,-122.6723799
Casual,2019-07-06,00:17:38,Normal Thursday,0.99,45.52500056,-122.6811048,45.517605,-122.6903463
Casual,2019-07-06,00:09:02,Normal Thursday,1.2,45.51184309,-122.68372,45.49913657,-122.6716433
Casual,2019-07-06,00:15:09,Normal Thursday,1.5,45.52374151,-122.6818129,45.53409115,-122.6949424
Casual,2019-07-06,00:15:31,Normal Thursday,1.52,45.52374151,-122.6818129,45.53409115,-122.6949424
Casual,2019-07-06,00:03:03,Normal Thursday,0.18,45.5033655,-122.6447314,45.504829,-122.645975
Casual,2019-07-06,00:09:42,Normal Thursday,0.9,45.53211645,-122.6986304,45.53232501,-122.6824299
Casual,2019-07-06,00:10:16,Normal Thursday,0.9,45.53211645,-122.6986304,45.53232501,-122.6824299
Subscriber,2019-07-06,00:02:23,Normal Thursday,0.3,45.52871176,-122.674166,45.5252992,-122.6714625
Subscriber,2019-07-06,00:13:07,Normal Thursday,1.19,45.5605251,-122.6684308,45.55458563,-122.6755413
Casual,2019-07-06,00:14:38,Normal Thursday,1.65,45.52142066,-122.6726291,45.512997,-122.656726
Casual,2019-07-06,00:04:32,Normal Thursday,0.48,45.5048393,-122.6296306,45.511907,-122.6294804
Casual,2019-07-06,00:44:18,Normal Thursday,2.04,45.5626825,-122.6760011,45.5626825,-122.6760011
Casual,2019-07-06,00:28:47,Normal Thursday,2.97,45.53142501,-122.6895659,45.5088042,-122.6655893
Casual,2019-07-06,00:10:41,Normal Thursday,0.58,45.522512999999996,-122.6702589,45.52871176,-122.674166
Casual,2019-07-06,00:16:11,Normal Thursday,2,45.5048362,-122.6469091,45.52358836,-122.6619177
Subscriber,2019-07-06,00:09:57,Normal Thursday,0.75,45.51782551,-122.6724963,45.51592353,-122.6833123
Casual,2019-07-06,00:07:04,Normal Thursday,0.59,45.53232501,-122.6824299,45.53080401,-122.6844227
Casual,2019-07-06,00:28:33,Normal Thursday,2.93,45.5489449,-122.6307053,45.5590859,-122.6468005
Subscriber,2019-07-06,00:04:06,Normal Thursday,0.68,45.5315321,-122.6814345,45.5335083,-122.6906418
Casual,2019-07-06,00:44:21,Normal Thursday,3.04,45.5027677,-122.6714408,45.52142066,-122.6726291
Casual,2019-07-06,00:09:00,Normal Thursday,0.56,45.522512999999996,-122.6702589,45.52871176,-122.674166
Subscriber,2019-07-06,00:16:24,Normal Thursday,1.56,45.5115447,-122.6658674,45.5164496,-122.6401575
Casual,2019-07-06,00:43:41,Normal Thursday,3.04,45.5027677,-122.6714408,45.52142066,-122.6726291
Casual,2019-07-06,00:05:13,Normal Thursday,0.82,45.49913657,-122.6716433,45.50910258,-122.6735169
Casual,2019-07-06,00:42:40,Normal Thursday,2.98,45.5027677,-122.6714408,45.52142066,-122.6726291
Casual,2019-07-06,00:44:05,Normal Thursday,2.97,45.5027677,-122.6714408,45.52142066,-122.6726291
Casual,2019-07-06,00:03:15,Normal Thursday,0.21,45.53232501,-122.6824299,45.53080401,-122.6844227
Casual,2019-07-06,00:18:37,Normal Thursday,1.85,45.5475928,-122.6667604,45.5546279,-122.6755257
Subscriber,2019-07-06,00:21:14,Normal Thursday,1.06,45.5164496,-122.6401575,45.51649676,-122.6307517
Casual,2019-07-06,00:03:50,Normal Thursday,0.02,45.5286366,-122.6820195,45.5286366,-122.6820195
Casual,2019-07-06,00:04:14,Normal Thursday,0.53,45.51556831,-122.6738924,45.50910258,-122.6735169
Casual,2019-07-06,00:02:02,Normal Thursday,0.07,45.5279666,-122.6813021,45.5286366,-122.6820195
Casual,2019-07-06,00:18:31,Normal Thursday,0.92,45.5128022,-122.6751137,45.50971347,-122.6777159
Casual,2019-07-06,00:30:43,Normal Thursday,2.56,45.5222612,-122.6733858,45.50624163,-122.6633379
Casual,2019-07-06,00:03:01,Normal Thursday,0.21,45.53080401,-122.6844227,45.53232501,-122.6824299
Casual,2019-07-06,00:59:23,Normal Thursday,1.51,45.52914205,-122.6987028,45.5265285,-122.6822635
Casual,2019-07-06,00:02:01,Normal Thursday,0.15,45.53083126,-122.6815957,45.5301343,-122.6803455
Casual,2019-07-06,00:44:42,Normal Thursday,4.35,45.5286623,-122.6823504,45.5286366,-122.6820195
Casual,2019-07-06,00:13:58,Normal Thursday,1.89,45.51507401,-122.6870298,45.5388948,-122.6901714
Casual,2019-07-06,00:14:02,Normal Thursday,1.91,45.51507401,-122.6870298,45.5388948,-122.6901714
Subscriber,2019-07-06,00:07:51,Normal Thursday,0.84,45.52862062,-122.6905073,45.522793,-122.684012
Casual,2019-07-06,00:53:53,Normal Thursday,1.7,45.55522233,-122.6818612,45.5475928,-122.6667604
Casual,2019-07-06,00:54:19,Normal Thursday,1.67,45.55522233,-122.6818612,45.5475928,-122.6667604
Subscriber,2019-07-06,00:27:48,Normal Thursday,2.24,45.5164579,-122.6425089,45.52507854,-122.6775563
Casual,2019-07-06,00:32:19,Normal Thursday,3.77,45.5627016,-122.6712119,45.51782551,-122.6724963
Subscriber,2019-07-06,00:11:04,Normal Thursday,1,45.541258,-122.696672,45.53409115,-122.6949424
Casual,2019-07-06,00:06:06,Normal Thursday,0.89,45.5221371,-122.6372902,45.51844688,-122.651685
