PaymentPlan,Date,Duration,Occasion,Distance_Miles,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Subscriber,2019-07-14,00:08:32,Normal Thursday,0.39,45.52826831,-122.6945615,45.5232603,-122.6950554
Casual,2019-07-14,00:17:49,Normal Thursday,1.83,45.53086696,-122.6658887,45.52556242,-122.6892561
Casual,2019-07-14,00:28:20,Normal Thursday,2.15,45.5365648,-122.618934,45.52643,-122.634719
Casual,2019-07-14,00:01:27,Normal Thursday,0,45.5282777,-122.6766282,45.5282777,-122.6766282
Subscriber,2019-07-14,00:13:27,Normal Thursday,1.38,45.52175423,-122.6810794,45.50910258,-122.6735169
Casual,2019-07-14,00:15:20,Normal Thursday,1.53,45.521542,-122.706764,45.53080401,-122.6844227
Casual,2019-07-14,00:15:28,Normal Thursday,1.52,45.52181825,-122.7044079,45.53080401,-122.6844227
Casual,2019-07-14,00:10:35,Normal Thursday,1.06,45.52500056,-122.6811048,45.52976024,-122.6966429
Casual,2019-07-14,00:08:33,Normal Thursday,1.09,45.53232501,-122.6824299,45.53550403,-122.7006608
Casual,2019-07-14,00:24:18,Normal Thursday,2.88,45.55335313,-122.6669146,45.55458563,-122.6755413
Casual,2019-07-14,00:32:00,Normal Thursday,4.62,45.5053469,-122.6048975,45.51609691,-122.6790771
Casual,2019-07-14,00:11:01,Normal Thursday,0.53,45.5300347,-122.6671558,45.5343597,-122.663693
Casual,2019-07-14,00:59:49,Normal Thursday,4.68,45.5191329,-122.6733943,45.51782551,-122.6724963
Casual,2019-07-14,00:12:19,Normal Thursday,1.48,45.5305125,-122.705504,45.5300616,-122.6844243
Casual,2019-07-14,00:20:59,Normal Thursday,2.45,45.5590859,-122.6468005,45.55458563,-122.6755413
Casual,2019-07-14,00:01:04,Normal Thursday,0,45.50910258,-122.6735169,45.50910258,-122.6735169
Casual,2019-07-14,00:08:25,Normal Thursday,0.52,45.5305596,-122.6683984,45.5343597,-122.663693
Casual,2019-07-14,00:44:21,Normal Thursday,4.36,45.5235949,-122.6622209,45.51898132,-122.6812685
Casual,2019-07-14,00:19:45,Normal Thursday,1.4,45.562507,-122.59437,45.562507,-122.59437
Casual,2019-07-14,00:18:09,Normal Thursday,1.7,45.49723,-122.635405,45.51936283,-122.6359928
Subscriber,2019-07-14,00:07:47,Normal Thursday,0.97,45.55905507,-122.6427104,45.571871,-122.6466479
Casual,2019-07-14,00:18:18,Normal Thursday,1.68,45.49723,-122.635405,45.51936283,-122.6359928
Casual,2019-07-14,00:16:03,Normal Thursday,0.92,45.52374151,-122.6818129,45.5231236,-122.6922851
Casual,2019-07-14,00:25:32,Normal Thursday,1.88,45.5282777,-122.6766282,45.5360712,-122.6852715
Casual,2019-07-14,00:09:04,Normal Thursday,0.98,45.5353146,-122.7088176,45.52976024,-122.6966429
Casual,2019-07-14,00:50:07,Normal Thursday,4.59,45.51803882,-122.6755822,45.51782551,-122.6724963
Casual,2019-07-14,00:13:46,Normal Thursday,1.46,45.5128022,-122.6751137,45.5048675,-122.6557694
Casual,2019-07-14,00:08:29,Normal Thursday,0.65,45.5193103,-122.6270985,45.52288,-122.6372759
Casual,2019-07-14,00:37:44,Normal Thursday,4.19,45.525043,-122.6852545,45.5618174,-122.661464
Casual,2019-07-14,00:06:14,Normal Thursday,0.64,45.53290424,-122.68626,45.53211645,-122.6986304
Subscriber,2019-07-14,00:04:31,Normal Thursday,0.44,45.5252439,-122.6744876,45.5214706,-122.6704289
Casual,2019-07-14,00:37:04,Normal Thursday,4.11,45.5264728,-122.685306,45.5618174,-122.661464
Casual,2019-07-14,00:47:47,Normal Thursday,4.24,45.52142066,-122.6726291,45.51782551,-122.6724963
Casual,2019-07-14,00:11:37,Normal Thursday,1.59,45.514664,-122.6763653,45.5048675,-122.6557694
Casual,2019-07-14,00:24:45,Normal Thursday,1.49,45.5121296,-122.6754687,45.52374151,-122.6818129
Casual,2019-07-14,00:08:55,Normal Thursday,1.06,45.5286366,-122.6820195,45.5388948,-122.6901714
Casual,2019-07-14,00:08:48,Normal Thursday,1.05,45.5286366,-122.6820195,45.5388948,-122.6901714
Casual,2019-07-14,00:14:54,Normal Thursday,1.44,45.5343597,-122.663693,45.5449084,-122.6775915
Casual,2019-07-14,00:19:00,Normal Thursday,1.84,45.5124884,-122.6680453,45.5252254,-122.6755017
Casual,2019-07-14,00:17:31,Normal Thursday,1.83,45.5124884,-122.6680453,45.5252254,-122.6755017
Casual,2019-07-14,00:56:32,Normal Thursday,2.93,45.5286366,-122.6820195,45.5200155,-122.6821151
Casual,2019-07-14,00:08:38,Normal Thursday,0.87,45.53080401,-122.6844227,45.53211645,-122.6986304
Subscriber,2019-07-14,00:30:13,Normal Thursday,0.35,45.5263426,-122.6924051,45.5263426,-122.6924051
Subscriber,2019-07-14,00:41:36,Normal Thursday,1.51,45.52871176,-122.674166,45.52871176,-122.674166
Casual,2019-07-14,00:07:00,Normal Thursday,0.92,45.5546279,-122.6755257,45.54471503,-122.6667845
Subscriber,2019-07-14,00:13:00,Normal Thursday,1.27,45.5252069,-122.6765159,45.5252069,-122.6765159
Casual,2019-07-14,00:32:17,Normal Thursday,0.93,45.52175423,-122.6810794,45.53232501,-122.6824299
Casual,2019-07-14,00:23:31,Normal Thursday,3.47,45.55458563,-122.6755413,45.56138522,-122.6303306
Casual,2019-07-14,00:30:42,Normal Thursday,0.92,45.52175423,-122.6810794,45.53232501,-122.6824299
Casual,2019-07-14,00:11:53,Normal Thursday,1.04,45.5048393,-122.6296306,45.51186486,-122.6210475
Casual,2019-07-14,00:12:03,Normal Thursday,1.01,45.5048393,-122.6296306,45.51186486,-122.6210475
Casual,2019-07-14,00:30:43,Normal Thursday,0.92,45.52175423,-122.6810794,45.53232501,-122.6824299
Casual,2019-07-14,00:30:17,Normal Thursday,0.93,45.52175423,-122.6810794,45.53232501,-122.6824299
Casual,2019-07-14,00:26:02,Normal Thursday,1.9,45.51636144,-122.6460457,45.50468892,-122.6345551
Subscriber,2019-07-14,00:06:36,Normal Thursday,0.58,45.55522233,-122.6818612,45.5626615,-122.6823696
Casual,2019-07-14,00:26:52,Normal Thursday,1.9,45.51636144,-122.6460457,45.50468892,-122.6345551
Casual,2019-07-14,00:24:41,Normal Thursday,1.89,45.51636144,-122.6460457,45.50468892,-122.6345551
Casual,2019-07-14,00:24:04,Normal Thursday,1.88,45.51636144,-122.6460457,45.50468892,-122.6345551
Casual,2019-07-14,00:14:07,Normal Thursday,1.43,45.52288,-122.6372759,45.5229375,-122.6607213
Casual,2019-07-14,00:07:19,Normal Thursday,0.75,45.5262679,-122.6964618,45.53550403,-122.7006608
Subscriber,2019-07-14,00:03:16,Normal Thursday,0.17,45.5214706,-122.6704289,45.5231234,-122.6713456
Casual,2019-07-14,00:07:15,Normal Thursday,0.71,45.5335083,-122.6906418,45.52634601,-122.6941484
Casual,2019-07-14,00:08:47,Normal Thursday,0.52,45.52500056,-122.6811048,45.53083126,-122.6815957
Casual,2019-07-14,00:27:07,Normal Thursday,3.9,45.53146071,-122.659741,45.50356665,-122.6395279
Casual,2019-07-14,00:04:23,Normal Thursday,0.54,45.53715171,-122.6881027,45.53409115,-122.6949424
Casual,2019-07-14,00:15:14,Normal Thursday,0.58,45.51928859,-122.6792488,45.52196048,-122.6896772
Casual,2019-07-14,00:06:08,Normal Thursday,0.5,45.52500056,-122.6811048,45.53083126,-122.6815957
Casual,2019-07-14,00:15:02,Normal Thursday,0.83,45.51928859,-122.6792488,45.52196048,-122.6896772
Subscriber,2019-07-14,00:07:38,Normal Thursday,0.76,45.52556242,-122.6892561,45.5286366,-122.6820195
Subscriber,2019-07-14,00:09:17,Normal Thursday,1.24,45.5590381,-122.6338394,45.5718774,-122.6413605
Casual,2019-07-14,00:14:11,Normal Thursday,1.87,45.5365512,-122.6744348,45.52196048,-122.6896772
Subscriber,2019-07-14,00:07:30,Normal Thursday,0.85,45.50936198,-122.6812121,45.5161266,-122.6733104
Casual,2019-07-14,00:16:26,Normal Thursday,0.5,45.52374151,-122.6818129,45.5211726,-122.6763654
Casual,2019-07-14,00:42:54,Normal Thursday,2.27,45.52440674,-122.6497686,45.52440674,-122.6497686
Subscriber,2019-07-14,00:28:56,Normal Thursday,3.37,45.53027884,-122.654669,45.56282546,-122.6747467
Subscriber,2019-07-14,00:24:32,Normal Thursday,2.9,45.53027884,-122.654669,45.4975884,-122.6365911
Subscriber,2019-07-14,00:20:36,Normal Thursday,1.99,45.512695,-122.6832433,45.522793,-122.656616
Casual,2019-07-14,00:04:36,Normal Thursday,0.46,45.5264914,-122.6842918,45.53290424,-122.68626
Casual,2019-07-14,00:09:57,Normal Thursday,0.93,45.5047943,-122.6257187,45.51202353,-122.6363119
Casual,2019-07-14,00:09:58,Normal Thursday,0.93,45.5047943,-122.6257187,45.51202353,-122.6363119
Casual,2019-07-14,00:05:41,Normal Thursday,0.73,45.5347847,-122.6988093,45.53290424,-122.68626
Subscriber,2019-07-14,00:05:07,Normal Thursday,0.78,45.53211645,-122.6986304,45.53080401,-122.6844227
Subscriber,2019-07-14,00:12:19,Normal Thursday,1.87,45.493341,-122.635762,45.5120818,-122.6533493
Casual,2019-07-14,00:18:26,Normal Thursday,1.23,45.5120681,-122.6308899,45.512934,-122.6547012
Casual,2019-07-14,00:05:33,Normal Thursday,0.37,45.5475928,-122.6667604,45.5495272,-122.6615927
Subscriber,2019-07-14,00:08:39,Normal Thursday,0.66,45.5626615,-122.6823696,45.5691302,-122.6823087
Subscriber,2019-07-14,00:07:48,Normal Thursday,0.56,45.5545716,-122.6615509,45.5545716,-122.6615509
Casual,2019-07-14,00:29:54,Normal Thursday,3.49,45.5545851,-122.6667671,45.52440674,-122.6497686
Casual,2019-07-14,00:16:36,Normal Thursday,2.26,45.517277,-122.6637984,45.52634601,-122.6941484
Casual,2019-07-14,00:59:17,Normal Thursday,2.06,45.52500056,-122.6811048,45.52914205,-122.6987028
Casual,2019-07-14,00:14:08,Normal Thursday,1.23,45.5120681,-122.6308899,45.512934,-122.6547012
Casual,2019-07-14,00:06:24,Normal Thursday,0.76,45.52634601,-122.6941484,45.5335083,-122.6906418
Casual,2019-07-14,00:26:33,Normal Thursday,3.3,45.55335313,-122.6669146,45.52440674,-122.6497686
Subscriber,2019-07-14,00:09:55,Normal Thursday,0.39,45.5252069,-122.6765159,45.5262985,-122.670732
Subscriber,2019-07-14,00:15:47,Normal Thursday,2,45.5231234,-122.6713456,45.5120818,-122.6533493
Casual,2019-07-14,00:20:05,Normal Thursday,2.21,45.50468892,-122.6345551,45.5241715,-122.6502016
Subscriber,2019-07-14,00:06:19,Normal Thursday,0.46,45.5300616,-122.6844243,45.52556242,-122.6892561
Casual,2019-07-14,00:29:17,Normal Thursday,3.4,45.555926,-122.600813,45.5627439,-122.658702
Casual,2019-07-14,00:45:52,Normal Thursday,3.56,45.53086696,-122.6658887,45.50910258,-122.6735169
Subscriber,2019-07-14,00:12:32,Normal Thursday,1.3,45.5161266,-122.6733104,45.5177466,-122.6793375
Casual,2019-07-14,00:51:39,Normal Thursday,2.05,45.52500056,-122.6811048,45.52914205,-122.6987028
Subscriber,2019-07-14,00:07:56,Normal Thursday,0.92,45.53080401,-122.6844227,45.5326462,-122.6987295
Casual,2019-07-14,00:27:10,Normal Thursday,3.42,45.555926,-122.600813,45.5627439,-122.658702
Casual,2019-07-14,00:13:31,Normal Thursday,1.5,45.538936,-122.643288,45.52288,-122.6372759
Casual,2019-07-14,00:13:48,Normal Thursday,1.49,45.538936,-122.643288,45.52288,-122.6372759
Casual,2019-07-14,00:33:15,Normal Thursday,2.87,45.5124884,-122.6680453,45.5165163,-122.659749
Casual,2019-07-14,00:26:57,Normal Thursday,2.62,45.5546279,-122.6755257,45.5591173,-122.6565779
Subscriber,2019-07-14,00:06:54,Normal Thursday,0.48,45.5193521,-122.679635,45.52374151,-122.6818129
Casual,2019-07-14,00:32:13,Normal Thursday,4.12,45.511907,-122.6294804,45.511907,-122.6294804
Subscriber,2019-07-14,00:07:32,Normal Thursday,0.8,45.5048393,-122.6296306,45.5164567,-122.6295726
Casual,2019-07-14,00:14:43,Normal Thursday,1.75,45.56138522,-122.6303306,45.55905507,-122.6427104
Subscriber,2019-07-14,00:19:25,Normal Thursday,1.76,45.5691302,-122.6823087,45.5546314,-122.6771296
Subscriber,2019-07-14,00:15:03,Normal Thursday,1.17,45.5228783,-122.6359225,45.5229324,-122.6592004
Casual,2019-07-14,00:13:58,Normal Thursday,1.2,45.5228783,-122.6359225,45.5229324,-122.6592004
Casual,2019-07-14,00:04:05,Normal Thursday,0.38,45.5353146,-122.7088176,45.5305125,-122.705504
Casual,2019-07-14,00:26:53,Normal Thursday,2.84,45.52288,-122.6372759,45.493337,-122.623397
Casual,2019-07-14,00:25:47,Normal Thursday,2.8,45.52373453,-122.6372065,45.493337,-122.623397
Subscriber,2019-07-14,00:08:54,Normal Thursday,0.67,45.5229366,-122.6840002,45.52634601,-122.6941484
Subscriber,2019-07-14,00:05:56,Normal Thursday,0.6,45.5136437,-122.6536822,45.5178988,-122.6600522
Subscriber,2019-07-14,00:14:19,Normal Thursday,1.52,45.52634601,-122.6941484,45.5250657,-122.684239
Casual,2019-07-14,00:18:39,Normal Thursday,2.07,45.51147657,-122.6662856,45.51147657,-122.6662856
Casual,2019-07-14,00:30:05,Normal Thursday,1.9,45.5360712,-122.6852715,45.5132329,-122.688131
Casual,2019-07-14,00:17:46,Normal Thursday,2.08,45.51147657,-122.6662856,45.51147657,-122.6662856
Casual,2019-07-14,00:12:53,Normal Thursday,0.57,45.53232501,-122.6824299,45.53232501,-122.6824299
Casual,2019-07-14,00:12:28,Normal Thursday,0.5,45.53232501,-122.6824299,45.53232501,-122.6824299
Casual,2019-07-14,00:08:07,Normal Thursday,1.2,45.55645437,-122.6603794,45.5543453,-122.6820489
Casual,2019-07-14,00:32:42,Normal Thursday,1.69,45.51782551,-122.6724963,45.51782551,-122.6724963
Subscriber,2019-07-14,00:02:27,Normal Thursday,0.16,45.5193521,-122.679635,45.5171999,-122.6772947
Casual,2019-07-14,00:17:48,Normal Thursday,1.16,45.522793,-122.656616,45.53508224,-122.6505639
Subscriber,2019-07-14,00:04:23,Normal Thursday,0.56,45.5027677,-122.6714408,45.49429475,-122.6719048
Casual,2019-07-14,00:16:30,Normal Thursday,1.16,45.522793,-122.656616,45.53508224,-122.6505639
Subscriber,2019-07-14,00:25:50,Normal Thursday,0.74,45.5308499,-122.63282770000001,45.5345028,-122.6203211
Casual,2019-07-14,00:08:00,Normal Thursday,0.65,45.53080401,-122.6844227,45.52976024,-122.6966429
Subscriber,2019-07-14,00:03:27,Normal Thursday,0.23,45.53080401,-122.6844227,45.5360712,-122.6852715
Casual,2019-07-14,00:13:03,Normal Thursday,1.33,45.507996,-122.6181317,45.504796,-122.6272664
Casual,2019-07-14,00:06:30,Normal Thursday,0.57,45.4981732,-122.6540485,45.50280906,-122.6535398
Casual,2019-07-14,00:24:01,Normal Thursday,2.16,45.54998583,-122.6756573,45.53083126,-122.6815957
Subscriber,2019-07-14,00:04:52,Normal Thursday,0.24,45.5264728,-122.685306,45.53080401,-122.6844227
Casual,2019-07-14,00:18:58,Normal Thursday,2.68,45.5449084,-122.6775915,45.52269573,-122.6703492
Casual,2019-07-14,00:27:03,Normal Thursday,1.66,45.51782551,-122.6724963,45.51782551,-122.6724963
Casual,2019-07-14,00:07:27,Normal Thursday,0.73,45.520426,-122.6807929,45.5286366,-122.6820195
Subscriber,2019-07-14,00:22:26,Normal Thursday,2.2,45.5475928,-122.6667604,45.5590672,-122.6419218
Subscriber,2019-07-14,00:02:40,Normal Thursday,0.11,45.5343597,-122.663693,45.53561394,-122.6636343
Subscriber,2019-07-14,00:02:38,Normal Thursday,0.16,45.5171999,-122.6772947,45.5177466,-122.6793375
Subscriber,2019-07-14,00:09:41,Normal Thursday,1.23,45.5351676,-122.6350089,45.53508224,-122.6505639
Subscriber,2019-07-14,00:09:51,Normal Thursday,1.54,45.53561394,-122.6636343,45.5278055,-122.6904298
Casual,2019-07-14,00:14:34,Normal Thursday,0.75,45.51202353,-122.6363119,45.50468892,-122.6345551
Casual,2019-07-14,00:18:44,Normal Thursday,1.15,45.50910258,-122.6735169,45.50910258,-122.6735169
Subscriber,2019-07-14,00:10:51,Normal Thursday,0.81,45.5265956,-122.6785969,45.52634601,-122.6941484
Casual,2019-07-14,00:15:04,Normal Thursday,0.65,45.5314628,-122.685491,45.5388948,-122.6901714
Casual,2019-07-14,00:16:13,Normal Thursday,0.77,45.5120818,-122.6533493,45.50512504,-122.6533681
Casual,2019-07-14,00:15:33,Normal Thursday,0.81,45.5120818,-122.6533493,45.50512504,-122.6533681
Casual,2019-07-14,00:16:18,Normal Thursday,1.16,45.50910258,-122.6735169,45.50910258,-122.6735169
Subscriber,2019-07-14,00:14:39,Normal Thursday,1.64,45.538053,-122.6667148,45.5360712,-122.6852715
Casual,2019-07-14,00:12:30,Normal Thursday,0.6,45.53290424,-122.68626,45.5388948,-122.6901714
Casual,2019-07-14,00:10:12,Normal Thursday,0.65,45.5120745,-122.6347864,45.50468892,-122.6345551
Casual,2019-07-14,00:08:26,Normal Thursday,0.43,45.51222277,-122.6454261,45.51636144,-122.6460457
Casual,2019-07-14,00:17:58,Normal Thursday,1.8,45.50512504,-122.6533681,45.49429475,-122.6719048
Subscriber,2019-07-14,00:07:57,Normal Thursday,0.84,45.52634601,-122.6941484,45.53290424,-122.68626
Casual,2019-07-14,00:11:04,Normal Thursday,0.43,45.53550403,-122.7006608,45.53211645,-122.6986304
Casual,2019-07-14,00:06:54,Normal Thursday,1.16,45.50468892,-122.6345551,45.5120818,-122.6533493
Subscriber,2019-07-14,00:11:47,Normal Thursday,1.27,45.52507854,-122.6775563,45.5222093,-122.6546327
Casual,2019-07-14,00:14:29,Normal Thursday,1.08,45.5388948,-122.6901714,45.53550403,-122.7006608
Casual,2019-07-14,00:15:11,Normal Thursday,1.79,45.50512504,-122.6533681,45.49429475,-122.6719048
Casual,2019-07-14,00:06:29,Normal Thursday,0.41,45.5134298,-122.674732,45.51782551,-122.6724963
Casual,2019-07-14,00:13:08,Normal Thursday,1.06,45.5388948,-122.6901714,45.53550403,-122.7006608
Casual,2019-07-14,00:10:52,Normal Thursday,0.55,45.5048393,-122.6296306,45.511907,-122.6294804
Casual,2019-07-14,00:08:15,Normal Thursday,1.08,45.5314412,-122.6865198,45.5252254,-122.6755017
Casual,2019-07-14,00:10:02,Normal Thursday,0.48,45.5048393,-122.6296306,45.511907,-122.6294804
Casual,2019-07-14,00:26:58,Normal Thursday,0.96,45.52196048,-122.6896772,45.52181825,-122.7044079
Casual,2019-07-14,00:16:57,Normal Thursday,4.77,45.5193521,-122.679635,45.5186626,-122.6742051
Casual,2019-07-14,00:46:22,Normal Thursday,2.29,45.52643,-122.634719,45.52643,-122.634719
Casual,2019-07-14,00:19:54,Normal Thursday,1.01,45.53142501,-122.6895659,45.52500056,-122.6811048
Casual,2019-07-14,00:18:08,Normal Thursday,1.03,45.53142501,-122.6895659,45.52500056,-122.6811048
Subscriber,2019-07-14,00:12:16,Normal Thursday,1.92,45.52181825,-122.7044079,45.5360712,-122.6852715
Casual,2019-07-14,00:40:37,Normal Thursday,2.28,45.52643,-122.634719,45.52643,-122.634719
Subscriber,2019-07-14,00:10:08,Normal Thursday,1.28,45.51158277,-122.682281,45.52536699,-122.6725459
Casual,2019-07-14,00:40:16,Normal Thursday,3.12,45.5191641,-122.5824536,45.52373453,-122.6372065
Casual,2019-07-14,00:03:00,Normal Thursday,0.34,45.52487653,-122.6965141,45.52976024,-122.6966429
Subscriber,2019-07-14,00:06:06,Normal Thursday,0.6,45.5264708,-122.6392575,45.5228714,-122.6317108
Casual,2019-07-14,00:04:13,Normal Thursday,0.37,45.54471503,-122.6667845,45.5455306,-122.6616245
Casual,2019-07-14,00:20:49,Normal Thursday,0.87,45.50910258,-122.6735169,45.51556831,-122.6738924
Subscriber,2019-07-14,00:35:45,Normal Thursday,0.53,45.5231391,-122.6723799,45.5164092,-122.6743398
Subscriber,2019-07-14,00:04:16,Normal Thursday,0.28,45.5214911,-122.6546442,45.5215113,-122.6607307
Casual,2019-07-14,00:38:09,Normal Thursday,3.07,45.5191728,-122.5832715,45.52373453,-122.6372065
Subscriber,2019-07-14,00:15:29,Normal Thursday,2.86,45.5164567,-122.6295726,45.5244745,-122.6775077
Subscriber,2019-07-14,00:12:31,Normal Thursday,1.27,45.51636144,-122.6460457,45.5128821,-122.6229264
Subscriber,2019-07-14,00:09:00,Normal Thursday,0.72,45.559107,-122.6526729,45.559107,-122.6526729
Subscriber,2019-07-14,00:30:55,Normal Thursday,3.62,45.5052859,-122.6171332,45.50910258,-122.6735169
Subscriber,2019-07-14,00:30:15,Normal Thursday,3.62,45.5052859,-122.6171332,45.50910258,-122.6735169
Casual,2019-07-14,00:10:03,Normal Thursday,0.95,45.5177479,-122.6822147,45.52331306,-122.6932633
Subscriber,2019-07-14,00:03:11,Normal Thursday,0.26,45.52440674,-122.6497686,45.5257661,-122.6536009
Casual,2019-07-14,00:05:19,Normal Thursday,0.46,45.5250657,-122.684239,45.5252254,-122.6755017
Subscriber,2019-07-14,00:07:01,Normal Thursday,0.6,45.50936198,-122.6812121,45.51544427,-122.6846749
Casual,2019-07-14,00:27:07,Normal Thursday,0.99,45.51782551,-122.6724963,45.520426,-122.6807929
Subscriber,2019-07-14,00:31:05,Normal Thursday,3.58,45.53146071,-122.659741,45.49429475,-122.6719048
Casual,2019-07-14,00:06:16,Normal Thursday,0.93,45.5460631,-122.6616197,45.54998583,-122.6756573
Subscriber,2019-07-14,00:09:06,Normal Thursday,0.78,45.52196048,-122.6896772,45.51803882,-122.6755822
Casual,2019-07-14,00:07:41,Normal Thursday,0.67,45.5627439,-122.658702,45.559097,-122.6497277
Casual,2019-07-14,00:08:10,Normal Thursday,0.69,45.5627439,-122.658702,45.559097,-122.6497277
Casual,2019-07-14,00:13:36,Normal Thursday,1.63,45.49429475,-122.6719048,45.4743995,-122.6716468
Casual,2019-07-14,00:11:09,Normal Thursday,0.95,45.5231391,-122.6723799,45.5264728,-122.685306
Casual,2019-07-14,00:08:46,Normal Thursday,1.14,45.5299294,-122.6753219,45.522018,-122.6781919
Subscriber,2019-07-14,00:04:02,Normal Thursday,0.48,45.511907,-122.6294804,45.5048393,-122.6296306
Casual,2019-07-14,00:38:25,Normal Thursday,0.92,45.5231391,-122.6723799,45.5264728,-122.685306
Casual,2019-07-14,00:16:37,Normal Thursday,0.75,45.51782551,-122.6724963,45.520426,-122.6807929
Subscriber,2019-07-14,00:05:05,Normal Thursday,0.31,45.52507854,-122.6775563,45.52439,-122.6821843
Casual,2019-07-14,00:01:05,Normal Thursday,0,45.50936198,-122.6812121,45.50936198,-122.6812121
Subscriber,2019-07-14,00:26:21,Normal Thursday,2.87,45.4913187,-122.6486511,45.46769,-122.6470509
Subscriber,2019-07-14,00:47:27,Normal Thursday,0.22,45.5264714,-122.6863235,45.5264458,-122.6873355
Casual,2019-07-14,00:03:18,Normal Thursday,0.43,45.53290424,-122.68626,45.5300616,-122.6844243
Casual,2019-07-14,00:05:39,Normal Thursday,0.52,45.50936198,-122.6812121,45.51609691,-122.6790771
Casual,2019-07-14,00:07:07,Normal Thursday,0.66,45.5048222,-122.6435984,45.50512504,-122.6533681
Casual,2019-07-14,00:11:43,Normal Thursday,1.46,45.5300414,-122.6854175,45.5317769,-122.7072117
Subscriber,2019-07-14,00:02:46,Normal Thursday,0.18,45.5244745,-122.6775077,45.5252254,-122.6755017
Casual,2019-07-14,00:12:13,Normal Thursday,0.67,45.52556242,-122.6892561,45.52556242,-122.6892561
Casual,2019-07-14,00:33:03,Normal Thursday,4.86,45.55555,-122.6244763,45.50512504,-122.6533681
Subscriber,2019-07-14,00:01:09,Normal Thursday,0.02,45.52374151,-122.6818129,45.52374151,-122.6818129
Subscriber,2019-07-14,00:07:27,Normal Thursday,0.84,45.5208017,-122.6617888,45.52142066,-122.6726291
Casual,2019-07-14,00:21:46,Normal Thursday,1,45.5245495,-122.6734472,45.51889487,-122.6774061
Subscriber,2019-07-14,00:21:45,Normal Thursday,1.94,45.50971347,-122.6777159,45.5262679,-122.6964618
Subscriber,2019-07-14,00:17:45,Normal Thursday,1.58,45.5229504,-122.6831526,45.5075539,-122.6848411
Casual,2019-07-14,00:07:31,Normal Thursday,0.8,45.5545891,-122.6646935,45.55335313,-122.6669146
Casual,2019-07-14,00:07:56,Normal Thursday,0.31,45.5211726,-122.6763654,45.51803882,-122.6755822
Subscriber,2019-07-14,00:04:55,Normal Thursday,0.58,45.5228714,-122.6317108,45.5264708,-122.6392575
Subscriber,2019-07-14,00:10:03,Normal Thursday,0.86,45.52440674,-122.6497686,45.5208017,-122.6617888
Casual,2019-07-14,00:05:30,Normal Thursday,0.31,45.5211726,-122.6763654,45.51803882,-122.6755822
Casual,2019-07-14,00:21:32,Normal Thursday,1.84,45.51202353,-122.6363119,45.51147657,-122.6662856
Casual,2019-07-14,00:26:28,Normal Thursday,3,45.5475928,-122.6667604,45.51898132,-122.6812685
Casual,2019-07-14,00:26:14,Normal Thursday,3.03,45.5475928,-122.6667604,45.51898132,-122.6812685
Subscriber,2019-07-14,00:11:22,Normal Thursday,1.67,45.5128821,-122.6229264,45.5172057,-122.652644
Subscriber,2019-07-14,00:16:06,Normal Thursday,1.67,45.52374151,-122.6818129,45.5182439,-122.6712208
Casual,2019-07-14,00:31:27,Normal Thursday,2.18,45.5241715,-122.6502016,45.50468892,-122.6345551
Casual,2019-07-14,00:13:35,Normal Thursday,1.77,45.5132329,-122.688131,45.5360712,-122.6852715
Casual,2019-07-14,00:12:31,Normal Thursday,0.92,45.521542,-122.706764,45.52196048,-122.6896772
Subscriber,2019-07-14,00:11:47,Normal Thursday,1.02,45.5177466,-122.6793375,45.5231295,-122.6733823
Casual,2019-07-14,00:17:13,Normal Thursday,2.44,45.55905507,-122.6427104,45.555926,-122.600813
Casual,2019-07-14,00:16:55,Normal Thursday,2.38,45.5590672,-122.6419218,45.555926,-122.600813
Casual,2019-07-14,00:29:17,Normal Thursday,2.77,45.52297292,-122.6434118,45.50468892,-122.6345551
Subscriber,2019-07-14,00:35:20,Normal Thursday,0.81,45.5278055,-122.6904298,45.5334337,-122.6946989
Casual,2019-07-14,00:02:10,Normal Thursday,0.19,45.5300616,-122.6844243,45.53080401,-122.6844227
Casual,2019-07-14,00:27:37,Normal Thursday,0.87,45.50910258,-122.6735169,45.51782551,-122.6724963
Casual,2019-07-14,00:04:28,Normal Thursday,0.51,45.5228714,-122.6317108,45.51649676,-122.6307517
Casual,2019-07-14,00:07:07,Normal Thursday,0.85,45.5251214,-122.6811966,45.5321012,-122.6895745
Casual,2019-07-14,00:19:08,Normal Thursday,1.86,45.52373453,-122.6372065,45.5364659,-122.6494742
Casual,2019-07-14,00:08:40,Normal Thursday,0.93,45.52142066,-122.6726291,45.522793,-122.684012
Casual,2019-07-14,00:18:08,Normal Thursday,1.79,45.52373453,-122.6372065,45.5364659,-122.6494742
Subscriber,2019-07-14,00:05:29,Normal Thursday,0.76,45.56282546,-122.6747467,45.564065,-122.6614356
Subscriber,2019-07-14,00:07:14,Normal Thursday,0.44,45.5231051,-122.6744101,45.5266354,-122.6765624
Casual,2019-07-14,00:11:16,Normal Thursday,0.95,45.5053162,-122.6100251,45.5165658,-122.6144391
Casual,2019-07-14,00:18:01,Normal Thursday,2.41,45.5214421,-122.637302,45.50468892,-122.6345551
Casual,2019-07-14,00:19:22,Normal Thursday,1.04,45.51556831,-122.6738924,45.51556831,-122.6738924
Casual,2019-07-14,00:18:01,Normal Thursday,1.05,45.51556831,-122.6738924,45.51556831,-122.6738924
