NEWID,PRINEARN,FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
03355904,01,14409.76,102000,1,2,15,12,47,50,2,1,1,1,2,2,1,1,3,1,15,3032.667,10094.2999,3033.3333,951,319.3333,660,0,0,NA,125000,1,2,4,6,45,40,2,2,01,12,24,5,15878,NA,NA,NA,01,2,,
03355914,02,19550.123,157178,1,2,11,,58,NA,1,NA,1,NA,2,NA,9,3,4,1,11,2778.667,12511.5001,1776.6667,615.3333,2177.3333,966,0,606.6667,NA,600000,2,2,1,5,36,NA,4,2,10,,32,8,25749,NA,NA,500,01,2,,
03355934,02,22694.651,24164,1,4,00,,75,NA,1,NA,1,NA,2,NA,9,2,3,1,12,1033.333,3417.2667,910,855.6667,543.6,56,0,0,NA,0,2,2,2,4,NA,NA,8,0,,,12,5,0,NA,NA,8000,01,2,,
03355954,02,18528.419,88000,1,5,13,11,52,51,2,1,1,1,2,2,1,1,NA,2,13,2682,9578.1667,736.6667,1023,900,677,0,104,NA,NA,1,2,4,7,35,42,2,2,01,12,,NA,7843,12,3,NA,01,2,,
03355974,01,15590.12,36000,1,4,14,,26,NA,2,NA,1,NA,2,NA,7,5,3,1,14,2642,6058.3333,563.3333,620,622,0,0,0,NA,0,4,3,1,5,40,NA,1,1,07,,22,7,-1954,NA,NA,15000,01,2,,
03355984,02,25354.393,25246,1,4,14,12,67,58,2,1,1,1,2,2,1,1,3,1,14,1009.333,2470.6,606.6667,849,243.6,0,0,0,NA,0,1,2,3,6,NA,30,5,1,,11,12,5,-502,NA,NA,NA,01,2,,
03355994,01,23162.704,1400,1,2,15,12,65,60,1,2,1,1,2,2,1,1,3,1,15,1e3,2948.4999,823.3333,690,56,168,0,0,NA,230000,2,2,3,7,38,NA,1,1,02,,21,6,0,NA,NA,NA,01,2,,
03356004,01,15676.997,80000,1,2,15,,28,NA,1,NA,1,NA,2,NA,8,5,2,1,15,3131,6602.0001,476.6667,89,311.3333,654,0,0,NA,80000,4,1,1,4,45,NA,1,1,03,,39,3,14003,NA,NA,NA,08,2,,
03356014,01,30616.525,300000,1,2,16,16,33,33,2,1,4,4,2,2,2,1,4,1,16,12845.333,18651.6999,2036.6667,220,450,474,0,0,NA,NA,1,3,2,6,50,60,2,2,03,03,53,9,120848,NA,NA,NA,05,2,,
03356054,01,21601.194,4750,1,2,13,,45,NA,2,NA,1,NA,1,NA,7,4,3,1,13,1645,2498.3333,710.6667,80,0,0,0,0,NA,0,4,2,0,4,35,NA,1,1,04,,37,5,-850,NA,NA,NA,08,2,,
03356094,01,19868.448,23716,1,1,15,15,68,64,1,2,2,2,2,2,5,1,1,1,15,2878,5789.0001,1776.6667,372,243.6,30,0,0,NA,0,4,4,0,6,NA,NA,7,1,,,36,2,1576,NA,NA,NA,08,2,,
03356104,01,11705.581,150000,1,2,15,15,43,42,1,2,1,1,2,2,3,1,3,1,15,3111.333,7845.8333,2036.6667,192,1300,240,0,0,NA,NA,1,3,1,6,50,50,2,2,01,01,24,5,29343,NA,NA,15000,01,2,,
03356124,01,22161.324,133095,1,5,15,,51,NA,1,NA,1,NA,2,NA,8,3,NA,2,15,2179.667,11212.9999,2473.3333,293,240,1516,0,433.3333,NA,80000,2,1,3,8,35,NA,1,1,03,,,NA,27383,NA,NA,NA,01,2,,
03356134,01,17429.812,82000,1,2,16,16,76,87,2,1,1,1,2,2,1,1,3,1,16,7922.333,6888.1667,953.3333,323,1400,330,0,0,NA,NA,1,2,1,7,25,NA,1,1,02,,12,5,6119,NA,NA,NA,01,2,,
03356144,01,8485.229,45200,2,5,15,,49,NA,2,NA,1,NA,2,NA,7,3,1,2,15,3339.667,6600.8333,1256.6667,1098,6,452,200,0,NA,15000,1,2,6,5,40,NA,1,1,02,,,NA,2539,0,NA,1130,01,2,,
03356154,01,22611.506,22528,1,2,15,,87,NA,2,NA,2,NA,2,NA,8,2,1,1,15,2594,5399.2667,1560,260,728.6,200,0,0,NA,0,2,1,0,9,NA,NA,8,0,,,36,2,0,NA,NA,NA,01,2,,
03356184,02,20064.617,0,1,1,13,,33,NA,2,NA,1,NA,1,NA,9,5,3,1,14,4402,9931.3,2036.6667,1857.3333,408,668,0,0,NA,NA,4,4,3,4,NA,NA,7,1,,,12,5,-4819,NA,NA,NA,01,2,,
03356194,01,26441.252,22088,1,5,12,,66,NA,1,NA,1,NA,2,NA,9,2,NA,2,12,1256,4995.9333,843.3333,1092,763.6,226,0,710.6667,NA,0,2,2,3,6,38,NA,1,1,11,,,NA,0,700,NA,30000,01,2,,
03356214,02,27708.477,74000,1,2,14,,31,NA,2,NA,1,NA,2,NA,9,5,4,1,14,3450.667,8354.5,1040,605,707,64,0,0,0,0,1,3,2,7,40,NA,4,2,01,,04,8,4416,NA,NA,NA,01,2,,
03356234,01,22075.77,11862,1,1,16,,69,NA,2,NA,1,NA,2,NA,8,2,3,1,16,6942,10655.6,1040,40,1988.6,745,0,0,NA,80000,1,1,0,7,NA,NA,8,0,,,48,7,0,15,NA,1500,01,2,,
03356294,01,16018.076,0,1,4,12,,65,NA,1,NA,1,NA,2,NA,8,3,2,1,12,2619.333,6818.7001,818.3333,725,1073.6,496,0,0,NA,NA,1,1,3,7,45,NA,1,1,11,,55,3,9545,NA,NA,NA,01,2,,
03356344,01,16718.375,42600,1,1,13,12,58,56,1,2,1,1,2,2,4,1,3,1,13,2655.667,8529.8333,1300,3987,0,18,0,0,NA,0,1,3,5,6,50,NA,4,2,04,,48,7,1783,170,NA,3400,01,2,,
03356354,01,20981.866,14400,1,1,14,,58,NA,1,NA,2,NA,2,NA,8,5,1,1,14,4701,5779.8001,606.6667,359,331.6,107,0,0,NA,NA,1,1,1,6,25,NA,1,1,06,,34,2,33,NA,NA,NA,01,2,,
03356374,01,12718.681,0,1,4,15,12,69,69,1,2,2,2,2,2,1,1,3,1,15,961.667,6638.5333,996.6667,818,1639.2,208,0,0,NA,NA,2,2,2,6,NA,NA,8,0,,,01,6,0,NA,NA,NA,01,2,,
03356384,01,4789.641,29400,1,4,12,,46,NA,2,NA,2,NA,2,NA,7,4,4,1,12,2559,6605.3334,1473.3333,1480,0,210,0,0,NA,NA,4,7,2,5,40,NA,1,1,10,,02,9,-3060,50,NA,400,03,2,,
03386763,01,17270.925,100000,1,2,15,,46,NA,1,NA,1,NA,2,NA,8,3,3,1,15,0,0,0,0,0,0,0,0,NA,NA,4,1,4,5,55,NA,1,1,01,,21,6,25039,NA,NA,NA,01,2,,
03386773,01,23213.256,43165,1,3,14,,64,NA,2,NA,2,NA,2,NA,8,3,2,1,14,0,0,0,0,0,0,0,0,NA,NA,4,1,1,4,30,NA,1,1,07,,39,3,4011,NA,NA,NA,02,2,,
03386823,02,22025.946,52000,1,5,12,,23,NA,2,NA,1,NA,1,NA,9,2,NA,1,12,0,0,0,0,0,0,0,0,NA,NA,4,2,1,4,58,NA,4,2,11,,,NA,3802,NA,NA,NA,08,2,,
03386873,01,5832.465,0,1,3,12,,58,NA,1,NA,6,NA,2,NA,8,3,4,1,12,0,0,0,0,0,0,0,0,NA,NA,1,1,1,4,NA,NA,8,0,,,15,9,-85,NA,NA,NA,01,2,,
03386883,01,16052.813,30782,1,2,12,14,74,68,1,2,1,1,2,2,1,1,2,1,14,0,0,0,0,0,0,0,0,NA,NA,2,2,1,6,NA,NA,8,0,,,39,3,0,NA,NA,NA,01,2,,
03386893,01,22377.424,17000,1,1,11,,21,NA,1,NA,2,NA,2,NA,9,5,3,1,13,0,0,0,0,0,0,0,0,NA,NA,4,2,1,7,40,NA,4,2,07,,12,5,4649,NA,NA,NA,01,2,,
03386903,01,23987.408,11076,1,2,13,,60,NA,2,NA,1,NA,2,NA,8,3,2,1,13,0,0,0,0,0,0,0,0,NA,NA,4,1,0,5,NA,NA,8,0,,,39,3,0,NA,NA,NA,04,2,,
03386913,02,22344.113,21804,1,2,15,,65,NA,1,NA,1,NA,2,NA,9,3,1,1,15,0,0,0,0,0,0,0,0,NA,NA,2,2,2,6,NA,NA,8,0,,,36,2,0,NA,NA,NA,01,2,,
03386943,01,17089.026,1462,1,3,14,,71,NA,1,NA,2,NA,2,NA,8,2,2,1,14,0,0,0,0,0,0,0,0,NA,NA,2,1,1,8,38,NA,1,1,11,,31,4,7233,NA,NA,NA,01,2,,
03386963,02,13630.201,340250,1,1,16,16,40,44,2,1,1,4,2,2,3,1,2,1,16,0,0,0,0,0,0,0,0,NA,NA,1,4,3,11,20,40,5,1,01,01,17,3,77130,NA,NA,NA,01,2,,
03386983,02,32955.857,5485,2,4,12,,44,NA,2,NA,1,NA,2,NA,9,5,3,2,12,0,0,0,0,0,0,0,0,NA,NA,4,2,0,4,NA,NA,7,1,,,51,5,-3346,NA,NA,NA,09,2,,
03387003,05,9188.867,115200,2,5,13,,24,NA,2,NA,1,NA,2,NA,9,5,1,2,13,0,0,0,0,0,0,0,0,NA,NA,1,5,6,5,40,NA,4,4,14,,,NA,4430,NA,NA,NA,01,2,,
03387053,02,19935.159,230000,1,1,15,15,42,43,2,1,1,1,2,2,3,1,1,1,15,0,0,0,0,0,0,0,0,NA,NA,1,4,1,9,50,50,2,2,01,01,42,2,42117,NA,NA,NA,01,2,,
03387063,01,33951.101,45720,1,2,11,12,30,26,2,2,2,2,1,1,5,1,3,1,12,0,0,0,0,0,0,0,0,NA,NA,4,8,0,6,40,40,3,5,10,10,37,5,-3963,NA,NA,NA,01,2,,
03387083,02,17033.537,53000,1,2,12,13,30,30,2,1,1,1,1,1,5,1,3,1,13,0,0,0,0,0,0,0,0,NA,NA,1,5,2,7,16,40,3,3,07,12,48,7,988,NA,NA,NA,01,2,,
03387103,01,17991.802,354200,1,2,16,15,54,51,1,2,1,1,2,2,4,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,1,3,4,10,65,36,3,3,03,03,37,5,122192,NA,NA,NA,01,2,,
03387113,02,19599.824,96740,1,2,16,16,39,37,2,2,1,1,2,2,1,1,4,1,16,0,0,0,0,0,0,0,0,NA,NA,1,2,2,4,40,40,2,2,03,02,41,9,15769,NA,NA,NA,01,2,,
03387133,01,19493.607,1700,1,4,15,13,42,37,1,2,1,1,1,1,3,1,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,5,2,5,40,NA,1,1,10,,06,9,0,NA,NA,NA,01,2,,
03387153,01,6830.458,106045,1,3,15,,53,NA,1,NA,1,NA,1,NA,8,5,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,1,2,3,40,NA,1,1,01,,15,9,26744,NA,NA,NA,07,2,,
03387163,01,23114.808,183356,1,2,12,,68,NA,1,NA,1,NA,2,NA,8,3,1,1,12,0,0,0,0,0,0,0,0,NA,NA,2,1,2,3,60,NA,1,1,12,,25,1,47276,NA,NA,NA,08,2,,
03387173,01,17642.092,6700,1,2,13,,24,NA,1,NA,1,NA,2,NA,8,5,4,1,13,0,0,0,0,0,0,0,0,NA,NA,4,1,1,6,50,NA,1,1,03,,04,8,-518,NA,NA,NA,01,1,,
03387193,01,23451.122,42000,1,3,14,12,56,64,1,2,2,4,2,2,4,1,2,1,14,0,0,0,0,0,0,0,0,NA,NA,1,3,0,6,45,NA,4,2,10,,39,3,548,NA,NA,NA,01,2,,
03387223,01,25879.179,3000,1,4,13,,23,NA,1,NA,1,NA,2,NA,8,5,3,1,13,0,0,0,0,0,0,0,0,NA,NA,1,1,3,7,60,NA,1,1,12,,37,5,-230,NA,NA,NA,01,2,,
03387233,02,16078.623,27062,1,2,12,,76,NA,1,NA,1,NA,2,NA,9,2,1,1,12,0,0,0,0,0,0,0,0,NA,NA,2,2,3,6,NA,NA,7,1,,,42,2,-3346,NA,NA,NA,01,2,,
03387273,01,12129.27,35719,1,2,12,11,67,68,2,1,2,2,2,2,1,1,1,1,12,0,0,0,0,0,0,0,0,NA,NA,4,2,1,4,NA,NA,8,0,,,36,2,-200,NA,NA,NA,01,2,,
03387303,01,5942.258,14386,1,3,14,,65,NA,2,NA,5,NA,2,NA,9,2,4,1,14,0,0,0,0,0,0,0,0,NA,NA,1,2,1,4,NA,NA,8,0,,,15,9,-170,NA,NA,NA,01,2,,
03387313,01,23001.805,175000,1,2,16,15,47,46,1,2,2,1,2,2,1,1,4,1,16,0,0,0,0,0,0,0,0,NA,NA,4,2,2,7,50,40,2,2,02,03,53,9,34899,NA,NA,NA,01,2,,
03387333,01,16126.812,13728,1,2,15,,70,NA,1,NA,2,NA,2,NA,8,2,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,1,0,3,NA,NA,8,0,,,41,9,0,NA,NA,NA,08,2,,
03387343,01,22114.583,36901,1,4,13,15,62,64,2,1,5,1,2,1,1,1,4,1,15,0,0,0,0,0,0,0,0,NA,NA,2,2,2,7,25,NA,1,1,10,,06,9,0,NA,NA,NA,01,2,,
03387353,01,23584.304,52000,1,1,12,,52,NA,1,NA,1,NA,2,NA,8,3,1,1,12,0,0,0,0,0,0,0,0,NA,NA,1,1,1,6,40,NA,1,1,11,,42,2,7840,NA,NA,NA,02,2,,
03387383,01,27446.683,1462,2,5,16,,87,NA,2,NA,1,NA,2,NA,8,2,2,2,16,0,0,0,0,0,0,0,0,NA,NA,5,1,0,8,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03387403,01,24815.754,100001,1,5,12,12,57,55,1,2,1,1,2,2,1,1,NA,2,12,0,0,0,0,0,0,0,0,NA,NA,1,2,1,7,60,30,2,2,13,01,,NA,10104,NA,NA,NA,01,2,,
03387413,01,2473.049,38294,1,4,13,13,74,87,2,1,1,1,2,2,1,1,4,1,13,0,0,0,0,0,0,0,0,NA,NA,2,2,4,6,NA,NA,8,0,,,02,9,0,NA,NA,NA,01,2,,
03387423,01,27425.505,286230,1,1,16,14,52,52,1,2,1,1,2,2,4,1,1,1,16,0,0,0,0,0,0,0,0,NA,NA,2,4,7,10,60,15,3,3,01,10,42,2,44751,NA,NA,NA,01,2,,
03387443,01,21933.736,2816,1,2,13,,48,NA,1,NA,1,NA,2,NA,8,5,4,1,13,0,0,0,0,0,0,0,0,NA,NA,4,1,1,6,NA,NA,8,0,,,41,9,0,NA,NA,NA,01,2,,
03387473,01,31293.702,26029,1,1,13,,28,NA,1,NA,2,NA,2,NA,8,1,3,1,13,0,0,0,0,0,0,0,0,NA,NA,4,1,1,3,40,NA,1,1,05,,48,7,1906,NA,NA,NA,08,2,,
03387534,02,21525.91,62100,1,1,10,10,35,35,1,2,1,1,1,1,5,1,1,1,10,0,0,0,0,0,0,0,0,NA,0,4,6,0,4,40,20,3,3,10,09,36,2,-3838,NA,NA,NA,08,2,,
03387573,01,20441.737,151000,1,1,14,15,39,38,1,2,1,1,2,2,3,1,1,1,15,0,0,0,0,0,0,0,0,NA,NA,1,4,1,8,60,25,2,2,10,02,36,2,22710,NA,NA,NA,01,2,,
03387583,01,24042.57,90500,1,2,15,14,51,44,1,2,2,4,2,2,1,1,3,1,15,0,0,0,0,0,0,0,0,NA,NA,1,2,3,9,70,50,2,2,01,01,40,7,29377,NA,NA,NA,01,2,,
03387593,01,23185.435,136200,1,2,12,12,47,47,1,2,1,1,2,2,4,1,2,1,12,0,0,0,0,0,0,0,0,NA,NA,2,4,5,6,50,50,3,3,05,10,55,3,23441,NA,NA,NA,01,2,,
03387613,02,24185.97,9190,2,4,15,12,56,54,1,2,1,1,2,2,1,1,3,2,15,0,0,0,0,0,0,0,0,NA,NA,2,2,3,7,NA,18,5,1,,10,21,6,-501,NA,NA,NA,01,2,,
03387653,01,23267.086,32742,1,2,14,,79,NA,2,NA,1,NA,2,NA,8,5,2,1,14,0,0,0,0,0,0,0,0,NA,NA,1,1,0,4,15,NA,1,1,04,,39,3,16,NA,NA,NA,08,2,,
03387663,01,14677.713,98000,1,3,13,14,36,28,1,2,1,1,2,2,3,1,4,1,14,0,0,0,0,0,0,0,0,NA,NA,4,3,2,5,50,55,2,2,01,07,49,8,14901,NA,NA,NA,02,2,,
03387673,01,25928.276,250000,1,3,12,16,57,54,1,2,2,2,2,2,1,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,1,2,2,11,60,33,2,2,05,03,45,5,57368,NA,NA,NA,01,2,,
03387683,01,13696.851,150000,1,1,15,,64,NA,1,NA,1,NA,2,NA,8,5,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,1,1,4,25,NA,1,1,10,,06,9,170242,NA,NA,NA,08,2,,
03387693,02,19355.29,127160,1,5,14,12,39,40,2,1,1,1,2,2,3,1,NA,2,14,0,0,0,0,0,0,0,0,NA,NA,1,4,2,6,40,40,3,3,04,08,,NA,15695,NA,NA,NA,01,2,,
03387713,02,15522.243,22600,1,2,12,12,23,34,2,1,1,1,1,1,5,1,2,1,12,0,0,0,0,0,0,0,0,NA,NA,4,4,0,4,40,40,2,2,09,10,39,3,-7392,NA,NA,NA,08,2,,
03387723,01,20043.961,0,1,2,11,12,75,76,1,2,1,1,2,2,5,1,4,1,12,0,0,0,0,0,0,0,0,NA,NA,2,3,3,6,NA,NA,8,0,,,32,8,0,NA,NA,NA,01,2,,
03387733,01,25092.476,9502,1,1,15,,87,NA,2,NA,1,NA,1,NA,9,2,3,1,16,0,0,0,0,0,0,0,0,NA,NA,4,2,1,3,NA,NA,7,1,,,12,5,-2647,NA,NA,NA,08,2,,
03387743,01,16235.962,37440,1,2,11,,45,NA,2,NA,1,NA,1,NA,9,4,1,1,12,0,0,0,0,0,0,0,0,NA,NA,4,2,1,5,72,NA,1,1,10,,36,2,3127,NA,NA,NA,05,2,,
03387773,01,22523.296,20312,1,4,11,,44,NA,1,NA,1,NA,2,NA,9,3,4,1,13,0,0,0,0,0,0,0,0,NA,NA,2,2,2,6,22,NA,1,1,05,,49,8,-3346,NA,NA,NA,09,2,,
03387784,01,26138.749,10820,1,2,11,,30,NA,2,NA,1,NA,1,NA,9,5,3,1,11,0,0,0,0,0,0,0,0,NA,0,4,3,0,8,22,NA,1,1,05,,12,5,-5000,NA,NA,NA,01,2,,
03387813,01,22403.823,31372,2,4,13,,74,NA,2,NA,1,NA,2,NA,9,2,3,2,15,0,0,0,0,0,0,0,0,NA,NA,1,2,1,5,25,NA,4,2,06,,47,6,-353,NA,NA,NA,01,2,,
03387833,01,15461.857,37258,1,3,15,16,66,69,2,1,1,1,2,2,1,1,1,1,16,0,0,0,0,0,0,0,0,NA,NA,2,2,3,8,NA,NA,8,0,,,25,1,0,NA,NA,NA,01,2,,
03387883,03,37122.464,18744,1,1,12,,59,NA,2,NA,2,NA,2,NA,9,3,1,1,14,0,0,0,0,0,0,0,0,NA,NA,2,4,0,6,NA,NA,7,1,,,36,2,-275,NA,NA,NA,08,2,,
03387903,01,22319.045,38219,1,3,16,,56,NA,2,NA,1,NA,2,NA,8,3,3,1,16,0,0,0,0,0,0,0,0,NA,NA,1,1,4,8,50,NA,1,1,02,,37,5,3485,NA,NA,NA,01,2,,
03387963,01,11444.457,26398,1,1,12,,81,NA,2,NA,1,NA,2,NA,8,2,1,1,12,0,0,0,0,0,0,0,0,NA,NA,2,1,0,8,NA,NA,8,0,,,36,2,0,NA,NA,NA,01,2,,
03387993,04,16275.926,76206,1,5,10,,40,NA,2,NA,1,NA,1,NA,9,1,3,2,13,0,0,0,0,0,0,0,0,NA,NA,4,7,1,5,NA,NA,7,3,,,,7,-12856,NA,NA,NA,01,2,,
03388043,01,21859.639,41382,1,3,12,12,82,80,1,2,1,1,2,2,1,1,2,1,12,0,0,0,0,0,0,0,0,NA,NA,1,2,1,4,NA,NA,8,0,,,39,3,906,NA,NA,NA,01,2,,
03388093,01,21974.283,271070,1,2,16,15,66,56,1,2,1,1,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,NA,NA,1,2,4,6,40,60,2,2,03,03,55,3,66414,NA,NA,NA,01,2,,
03388143,01,19629.416,76000,1,1,15,,51,NA,1,NA,1,NA,2,NA,8,5,1,1,15,0,0,0,0,0,0,0,0,NA,NA,4,1,0,4,40,NA,1,1,06,,34,2,14745,NA,NA,NA,06,2,,
03388163,01,20056.909,6780,1,2,14,,61,NA,1,NA,1,NA,1,NA,8,3,3,1,14,0,0,0,0,0,0,0,0,NA,NA,4,1,0,5,NA,NA,8,0,,,48,7,0,NA,NA,NA,09,2,,
03388173,01,13198.008,42824,1,4,13,12,87,82,1,2,1,1,2,2,1,1,1,1,13,0,0,0,0,0,0,0,0,NA,NA,2,2,1,7,NA,NA,8,0,,,42,2,0,NA,NA,NA,01,2,,
03388193,02,29892.912,93000,1,1,15,,23,NA,1,NA,1,NA,2,NA,9,5,3,1,15,0,0,0,0,0,0,0,0,NA,NA,4,2,2,5,45,NA,4,2,10,,12,5,10195,NA,NA,NA,08,2,,
03388213,01,18296.202,1170,2,4,12,,45,NA,2,NA,1,NA,2,NA,8,3,3,2,12,0,0,0,0,0,0,0,0,NA,NA,4,1,0,4,NA,NA,8,0,,,47,6,1001,NA,NA,NA,01,2,,
03388223,01,15902.054,1462,1,4,12,,61,NA,2,NA,2,NA,2,NA,8,3,3,1,12,0,0,0,0,0,0,0,0,NA,NA,1,1,1,5,NA,NA,8,0,,,01,6,0,NA,NA,NA,01,2,,
03388243,01,23270.478,86900,1,4,12,12,50,52,2,1,1,1,1,1,4,1,3,1,15,0,0,0,0,0,0,0,0,NA,NA,2,4,5,10,40,40,3,4,05,11,48,7,6027,NA,NA,NA,01,2,,
03388263,01,12009.803,58888,1,4,12,12,64,62,1,2,1,1,2,2,1,1,1,1,12,0,0,0,0,0,0,0,0,NA,NA,1,2,2,9,40,16,2,2,08,10,42,2,6675,NA,NA,NA,01,2,,
03388283,02,18148.59,29640,1,2,12,12,47,48,2,1,1,1,1,1,4,1,4,1,13,0,0,0,0,0,0,0,0,NA,NA,1,5,3,5,NA,40,5,1,,12,06,9,-6621,NA,NA,NA,01,2,,
03388293,01,28084.127,25328,1,3,16,16,77,66,1,2,1,1,2,2,1,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,2,2,1,3,NA,NA,8,0,,,12,5,0,NA,NA,NA,01,2,,
03388303,01,20508.651,0,1,4,15,,87,NA,2,NA,2,NA,2,NA,8,2,2,1,15,0,0,0,0,0,0,0,0,NA,NA,2,1,1,6,NA,NA,8,0,,,26,3,0,NA,NA,NA,01,2,,
03388313,01,17130.343,97537,1,2,13,13,61,66,2,1,2,2,2,2,4,1,2,1,13,0,0,0,0,0,0,0,0,NA,NA,1,3,3,10,40,24,3,3,10,10,55,3,7856,NA,NA,NA,01,2,,
03388343,02,20177.064,77000,1,4,12,14,35,37,2,1,1,1,2,2,3,1,2,1,14,0,0,0,0,0,0,0,0,NA,NA,1,4,5,6,40,40,2,2,06,01,55,3,8011,NA,NA,NA,01,2,,
03388394,02,25073.417,30000,1,1,12,11,28,43,2,1,1,1,1,1,3,1,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,4,1,4,NA,40,5,1,,12,48,7,-6018,NA,NA,NA,08,2,,
03388453,01,22848.977,130000,1,4,14,12,38,39,2,1,1,1,2,2,3,1,1,1,14,0,0,0,0,0,0,0,0,NA,NA,1,3,2,7,40,45,2,2,01,12,42,2,18673,NA,NA,NA,01,2,,
03388463,01,26683.04,7821,1,4,12,,31,NA,2,NA,1,NA,2,NA,8,3,2,1,12,0,0,0,0,0,0,0,0,NA,NA,4,1,1,7,NA,NA,8,0,,,26,3,-607,NA,NA,NA,09,2,,
03388473,05,24055.502,36900,1,2,13,,45,NA,2,NA,1,NA,2,NA,9,5,2,1,13,0,0,0,0,0,0,0,0,NA,NA,4,5,0,6,40,NA,4,3,04,,27,4,-11465,NA,NA,NA,04,2,,
03388483,01,22766.013,63300,1,2,15,,29,NA,1,NA,6,NA,2,NA,9,5,4,1,15,0,0,0,0,0,0,0,0,NA,NA,1,2,4,6,40,NA,4,2,04,,53,9,4698,NA,NA,NA,01,2,,
03388523,01,23104.818,10222,1,2,13,,64,NA,1,NA,1,NA,1,NA,8,5,4,1,13,0,0,0,0,0,0,0,0,NA,NA,2,1,1,5,NA,NA,8,0,,,04,8,-25,NA,NA,NA,01,2,,
03388533,01,31447.331,45000,1,1,12,12,31,24,1,2,1,1,1,1,2,1,3,1,12,0,0,0,0,0,0,0,0,NA,NA,1,3,1,5,60,NA,1,1,10,,48,7,1154,NA,NA,NA,09,2,,
03388543,01,23139.471,0,1,4,12,,54,NA,1,NA,2,NA,2,NA,8,1,3,1,12,0,0,0,0,0,0,0,0,NA,NA,4,1,1,4,50,NA,1,1,01,,01,6,5598,NA,NA,NA,08,2,,
03388553,01,15360.227,55206,1,5,15,12,65,69,1,2,1,1,2,2,1,1,NA,2,15,0,0,0,0,0,0,0,0,NA,NA,2,2,2,6,40,NA,1,1,01,,,NA,2941,NA,NA,NA,01,2,,
03388573,02,26774.222,37426,1,5,12,12,62,60,1,2,1,1,2,2,1,1,NA,2,12,0,0,0,0,0,0,0,0,NA,NA,2,2,1,5,NA,40,5,1,,07,,NA,0,NA,NA,NA,01,2,,
03388583,01,22013.089,90862,1,2,13,,41,NA,2,NA,1,NA,2,NA,9,3,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,4,1,6,40,NA,1,1,03,,06,9,8271,NA,NA,NA,01,2,,
03388593,01,28329.436,280500,1,2,16,15,37,33,1,2,1,1,2,2,2,1,4,1,16,0,0,0,0,0,0,0,0,NA,NA,4,4,2,6,50,NA,1,1,03,,06,9,54124,NA,NA,NA,01,2,,
03388603,01,22415.365,31374,1,5,15,12,74,73,1,2,1,1,2,2,1,1,3,1,15,0,0,0,0,0,0,0,0,NA,NA,2,2,2,9,NA,NA,8,0,,,,7,0,NA,NA,NA,01,2,,
03388623,04,19669.575,131264,1,1,14,15,66,69,2,1,1,1,2,1,5,1,3,1,15,0,0,0,0,0,0,0,0,NA,NA,1,5,3,10,NA,NA,7,1,,,13,5,8657,NA,NA,NA,01,2,,
03388673,01,21105.78,77000,1,4,13,13,53,54,2,1,1,1,2,2,4,1,2,1,13,0,0,0,0,0,0,0,0,NA,NA,1,4,4,6,35,50,3,3,04,12,55,3,7583,NA,NA,NA,01,2,,
03388683,01,22153.287,34000,1,2,12,,37,NA,2,NA,1,NA,2,NA,8,3,1,1,12,0,0,0,0,0,0,0,0,NA,NA,4,1,1,4,35,NA,1,1,06,,36,2,4324,NA,NA,NA,05,2,,
03388703,02,24923.913,99000,1,4,11,12,34,35,2,1,1,1,2,2,5,1,2,1,12,0,0,0,0,0,0,0,0,NA,NA,1,7,4,8,50,40,3,3,07,07,55,3,5472,NA,NA,NA,01,2,,
03388713,01,25804.494,76949,1,4,14,,25,NA,1,NA,1,NA,2,NA,9,5,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,3,6,6,48,NA,4,3,08,,06,9,5825,NA,NA,NA,08,2,,
03388723,02,26527.703,120000,1,3,15,,27,NA,1,NA,1,NA,2,NA,9,5,3,1,15,0,0,0,0,0,0,0,0,NA,NA,4,2,2,3,40,NA,4,2,03,,12,5,16488,NA,NA,NA,01,2,,
