NEWID,PRINEARN,FINLWT21,FINCBTAX,BLS_URBN,POPSIZE,EDUC_REF,EDUCA2,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,HISP_REF,HISP2,FAM_TYPE,MARITAL1,REGION,SMSASTAT,HIGH_EDU,EHOUSNGC,TOTEXPCQ,FOODCQ,TRANSCQ,HEALTHCQ,ENTERTCQ,EDUCACQ,TOBACCCQ,STUDFINX,IRAX,CUTENURE,FAM_SIZE,VEHQ,ROOMSQ,INC_HRS1,INC_HRS2,EARNCOMP,NO_EARNR,OCCUCOD1,OCCUCOD2,STATE,DIVISION,TOTXEST,CREDFINX,CREDITB,CREDITX,BUILDING,ST_HOUS,INT_PHON,INT_HOME
03326974,01,16741.009,8796,1,4,15,,60,NA,2,NA,2,NA,2,NA,8,5,3,1,15,0,0,0,0,0,0,0,0,NA,0,4,1,1,4,NA,NA,8,0,,,28,6,0,NA,NA,NA,08,2,,
03326994,01,15248.454,140000,1,1,15,15,41,41,1,2,1,1,2,2,2,1,1,1,15,0,0,0,0,0,0,0,0,NA,0,1,3,2,6,40,25,2,2,06,03,42,2,29957,NA,NA,NA,02,2,,
03327034,01,16789.517,1008,2,4,12,15,50,52,1,2,1,1,2,2,1,1,3,2,15,0,0,0,0,0,0,0,0,NA,NA,1,2,3,5,44,NA,1,1,12,,47,6,8671,NA,NA,NA,01,2,,
03327044,01,19205.167,24000,1,1,16,,25,NA,1,NA,1,NA,2,NA,8,5,3,1,16,0,0,0,0,0,0,0,0,NA,0,4,1,3,4,50,NA,1,1,10,,48,7,1601,NA,NA,NA,08,2,,
03327054,01,16582.18,36608,1,2,12,,71,NA,1,NA,1,NA,2,NA,8,1,4,1,12,0,0,0,0,0,0,0,0,NA,0,2,1,2,5,NA,NA,8,0,,,08,8,562,NA,NA,NA,01,2,,
03327074,01,23638.14,75000,1,1,12,,46,NA,1,NA,1,NA,2,NA,8,3,3,1,12,0,0,0,0,0,0,0,0,NA,4500,1,1,7,NA,50,NA,1,1,07,,51,5,11992,NA,NA,3700,01,2,,
03327124,02,19045.971,70375,1,2,15,16,63,65,1,2,1,1,2,1,5,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,4,3,2,6,NA,39,5,1,,02,12,5,5146,NA,NA,NA,01,2,,
03327144,01,20250.293,9600,1,2,13,,62,NA,2,NA,3,NA,2,NA,8,2,4,1,13,0,0,0,0,0,0,0,0,NA,0,1,1,3,4,NA,NA,8,0,,,06,9,0,NA,NA,NA,01,2,,
03327154,01,22336.234,39500,1,2,13,12,50,47,1,2,2,2,2,2,4,1,3,1,13,0,0,0,0,0,0,0,0,0,0,4,6,4,4,47,NA,4,3,10,,37,5,-7184,NA,NA,400,03,2,,
03327174,01,30460.636,407000,1,2,16,,48,NA,1,NA,4,NA,2,NA,9,3,4,1,16,0,0,0,0,0,0,0,0,NA,200000,1,3,7,7,55,NA,4,3,08,,06,9,83453,NA,NA,NA,01,2,,
03327214,01,21464.726,0,1,2,14,12,57,31,1,2,1,1,2,2,3,1,4,1,14,0,0,0,0,0,0,0,0,NA,NA,2,4,4,7,50,NA,1,1,03,,04,8,184847,NA,NA,NA,01,2,,
03327224,01,25252.097,0,1,4,12,14,28,32,2,1,1,1,2,2,2,1,4,1,14,0,0,0,0,0,0,0,0,NA,NA,1,3,3,5,60,32,2,2,10,12,06,9,912,NA,NA,NA,01,2,,
03327234,02,34486.085,0,2,5,11,13,59,60,1,2,1,1,2,2,1,1,2,2,13,0,0,0,0,0,0,0,0,NA,150000,1,2,4,6,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03327244,01,24744.39,31000,1,2,12,,63,NA,2,NA,1,NA,2,NA,8,3,1,1,12,0,0,0,0,0,0,0,0,NA,NA,4,1,1,6,40,NA,1,1,11,,42,2,3603,NA,NA,100,09,2,,
03327264,01,27652.532,56000,1,2,13,13,40,39,1,2,2,2,2,2,4,1,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,4,1,8,40,40,2,2,10,04,32,8,2286,NA,NA,NA,01,2,,
03327274,02,19621.02,27000,1,1,13,10,75,55,2,1,1,1,1,1,1,1,3,1,13,0,0,0,0,0,0,0,0,NA,0,4,2,1,3,NA,50,5,1,,10,48,7,524,NA,NA,NA,08,2,,
03327284,02,21779.099,75507,1,5,16,16,63,63,2,1,1,1,2,2,1,1,NA,2,16,0,0,0,0,0,0,0,0,NA,NA,1,2,3,8,10,45,2,2,02,07,,NA,7543,NA,NA,NA,01,2,,
03327314,02,18583.435,18218,1,3,15,,46,NA,2,NA,1,NA,2,NA,7,3,2,1,15,0,0,0,0,0,0,0,0,0,11540,1,4,3,10,22,NA,4,2,04,,39,3,-3171,120,NA,14000,01,2,,
03327324,02,28799.105,140000,1,2,16,16,37,43,2,1,1,1,2,2,3,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,1,4,3,10,NA,60,5,1,,03,01,6,12954,NA,NA,NA,01,2,,
03327334,01,25441.345,188000,1,4,15,15,63,61,1,2,1,1,2,2,4,1,4,1,15,0,0,0,0,0,0,0,0,1500,250000,1,4,4,8,60,40,3,4,07,02,06,9,29824,250,NA,51839,01,2,,
03327364,01,18336.033,0,1,2,14,,35,NA,2,NA,1,NA,1,NA,7,5,4,1,14,0,0,0,0,0,0,0,0,NA,NA,4,2,1,6,NA,NA,7,1,,,06,9,0,NA,NA,NA,08,2,,
03327384,01,18860.142,30000,1,1,10,,52,NA,1,NA,1,NA,1,NA,8,5,2,1,10,0,0,0,0,0,0,0,0,NA,0,1,1,0,4,40,NA,1,1,11,,17,3,3181,NA,NA,NA,01,2,,
03327394,02,28233.404,95060,1,3,12,12,41,45,2,1,1,1,2,2,3,1,1,1,12,0,0,0,0,0,0,0,0,NA,0,1,4,2,6,20,52,3,3,10,11,25,1,10885,NA,NA,NA,01,2,,
03327414,01,26261.516,142000,1,4,15,15,47,53,2,1,1,1,2,2,1,1,4,1,15,0,0,0,0,0,0,0,0,NA,500000,2,2,1,7,40,40,2,2,01,12,06,9,29196,NA,NA,NA,01,2,,
03327444,01,20010.264,0,1,1,12,,87,NA,1,NA,1,NA,2,NA,8,2,3,1,12,0,0,0,0,0,0,0,0,NA,NA,2,1,2,6,NA,NA,8,0,,,48,7,492,NA,NA,NA,01,2,,
03327454,01,17918.234,874,1,4,13,,70,NA,2,NA,1,NA,2,NA,8,3,3,1,13,0,0,0,0,0,0,0,0,NA,0,2,1,1,5,NA,NA,8,0,,,48,7,0,NA,NA,NA,01,2,,
03327504,01,18286.927,6000,1,1,15,,41,NA,2,NA,1,NA,1,NA,7,1,1,1,15,0,0,0,0,0,0,0,0,NA,0,4,3,0,3,NA,NA,8,0,,,36,2,-200,NA,NA,NA,08,2,,
03327514,02,13273.969,35473,2,4,13,12,53,53,1,2,1,1,2,2,1,1,3,2,13,0,0,0,0,0,0,0,0,NA,12000,2,2,1,8,NA,30,5,1,,03,21,6,1080,NA,NA,NA,01,2,,
03327534,01,26656.814,128000,1,2,15,15,30,26,1,2,1,1,2,2,1,1,1,1,15,0,0,0,0,0,0,0,0,NA,50000,1,2,2,7,40,40,2,2,01,01,09,1,22072,NA,NA,3000,01,2,,
03327564,02,13559.299,0,1,1,13,15,75,69,2,1,1,1,2,2,1,1,4,1,15,0,0,0,0,0,0,0,0,NA,NA,2,2,3,6,NA,36,5,1,,10,06,9,14047,NA,NA,NA,01,2,,
03327624,02,21613.306,121401,1,3,13,14,44,46,2,1,1,1,2,2,4,1,3,1,14,0,0,0,0,0,0,0,0,NA,200000,1,5,6,10,40,40,3,4,04,03,45,5,12213,2735,NA,51839,01,2,,
03327634,01,5832.465,58400,1,3,14,,64,NA,2,NA,6,NA,2,NA,8,3,4,1,14,0,0,0,0,0,0,0,0,NA,NA,1,1,0,5,40,NA,1,1,04,,15,9,5808,NA,NA,NA,01,2,,
03327664,01,22792.009,106701,1,1,14,13,60,51,1,2,1,1,2,2,3,1,1,1,14,0,0,0,0,0,0,0,0,NA,85000,2,4,2,5,40,40,2,2,10,10,36,2,8891,NA,NA,NA,08,2,,
03327674,01,31953.552,152406,1,3,15,12,74,68,1,2,1,1,2,2,1,1,3,1,15,0,0,0,0,0,0,0,0,NA,1788226,2,2,3,7,50,NA,1,1,01,,12,5,22505,NA,NA,NA,01,2,,
03327684,01,19423.82,21811,1,2,16,,70,NA,1,NA,1,NA,2,NA,8,1,4,1,16,0,0,0,0,0,0,0,0,NA,0,4,1,0,3,40,NA,1,1,10,,32,8,0,NA,NA,NA,08,2,,
03327714,03,48953.335,4000,1,4,12,,30,NA,1,NA,2,NA,2,NA,9,4,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,3,1,3,40,NA,4,2,11,,37,5,-755,NA,NA,NA,02,2,,
03327744,02,16280.793,101000,1,2,15,16,36,36,1,2,1,1,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,80,30000,1,2,2,7,40,45,2,2,10,03,39,3,11177,200,NA,7000,01,2,,
03327764,02,15172.973,122800,1,2,11,11,27,28,2,1,1,1,1,1,5,1,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,6,5,7,50,55,3,6,03,03,08,8,23078,NA,NA,NA,04,2,,
03327804,02,23400.941,187500,1,2,12,12,65,65,1,2,1,1,2,2,1,1,3,1,12,0,0,0,0,0,0,0,0,NA,NA,2,2,3,11,30,NA,1,1,01,,37,5,57367,NA,NA,NA,01,2,,
03327864,01,23203.707,105000,1,2,16,16,41,38,1,2,1,1,2,2,2,1,2,1,16,0,0,0,0,0,0,0,0,NA,NA,1,4,0,8,40,NA,1,1,03,,26,3,10917,NA,NA,2500,01,2,,
03327874,01,17282.558,46569,1,2,16,,75,NA,2,NA,1,NA,2,NA,8,3,2,1,16,0,0,0,0,0,0,0,0,NA,0,2,1,0,6,NA,NA,8,0,,,26,3,898,NA,NA,NA,01,2,,
03327884,01,14882.129,39753,1,2,13,11,81,76,1,2,1,1,2,2,5,1,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,3,2,4,NA,NA,8,0,,,06,9,0,NA,NA,NA,08,2,,
03327894,01,22140.892,48000,1,4,15,,62,NA,1,NA,1,NA,2,NA,8,3,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,1,1,5,40,NA,1,1,03,,49,8,7533,NA,NA,NA,01,2,,
03327904,02,14463.996,81540,1,1,14,15,55,54,1,2,1,1,2,2,3,1,2,1,15,0,0,0,0,0,0,0,0,NA,150000,1,3,2,7,NA,40,5,1,,02,17,3,3208,NA,NA,NA,01,2,,
03327924,01,19917.335,19126,1,5,13,,78,NA,2,NA,1,NA,2,NA,8,2,3,2,13,0,0,0,0,0,0,0,0,NA,0,2,1,1,5,25,NA,1,1,10,,,7,0,NA,NA,4500,01,2,,
03327954,01,19545.51,1462,1,3,12,12,58,74,2,1,2,1,2,2,4,1,3,1,12,0,0,0,0,0,0,0,0,NA,0,4,3,2,4,NA,NA,7,1,,,12,5,-5451,NA,NA,NA,01,2,,
03327984,02,25045.096,43000,1,3,13,13,25,31,2,1,1,1,2,2,2,1,2,1,13,0,0,0,0,0,0,0,0,NA,1000,1,4,1,8,30,50,2,2,07,03,20,4,-1221,NA,NA,NA,01,2,,
03328014,01,38591.603,54000,2,5,16,,60,NA,2,NA,2,NA,2,NA,7,5,3,2,16,0,0,0,0,0,0,0,0,NA,80000,2,3,1,5,40,NA,1,1,02,,,NA,2269,30,NA,500,01,2,,
03328094,01,8671.188,18488,2,5,11,,87,NA,1,NA,1,NA,2,NA,8,2,1,2,11,0,0,0,0,0,0,0,0,NA,NA,5,1,0,5,NA,NA,8,0,,,,NA,0,NA,NA,NA,01,2,,
03328104,02,17490.977,179200,1,2,15,15,57,53,1,2,1,1,2,2,4,1,4,1,15,0,0,0,0,0,0,0,0,NA,NA,1,3,2,7,40,40,2,2,03,02,06,9,33752,NA,NA,20000,01,2,,
03328124,01,19154.74,16656,1,4,12,,45,NA,2,NA,1,NA,2,NA,8,5,1,1,12,0,0,0,0,0,0,0,0,NA,0,4,1,0,4,NA,NA,8,0,,,42,2,0,NA,NA,NA,08,2,,
03328134,02,23479.942,86000,1,2,14,,54,NA,2,NA,1,NA,1,NA,9,3,4,1,14,0,0,0,0,0,0,0,0,NA,75000,1,3,4,5,40,NA,4,2,03,,53,9,8450,NA,NA,500,01,2,,
03328144,01,15279.34,24692,1,2,12,12,75,65,1,2,1,1,1,1,1,1,4,1,12,0,0,0,0,0,0,0,0,NA,0,2,2,2,6,NA,NA,8,0,,,06,9,0,NA,NA,NA,01,2,,
03328164,01,17804.817,31000,1,1,13,,58,NA,1,NA,1,NA,1,NA,8,3,1,1,13,0,0,0,0,0,0,0,0,NA,0,5,1,1,4,40,NA,1,1,01,,34,2,3106,600,NA,16000,08,2,,
03328174,01,22501.993,0,1,3,15,14,64,59,2,1,1,1,2,2,1,1,1,1,15,0,0,0,0,0,0,0,0,NA,NA,1,2,2,7,7,60,2,2,10,03,25,1,9537,NA,NA,NA,01,2,,
03328194,01,14690.307,43000,1,2,13,,26,NA,1,NA,4,NA,2,NA,8,5,3,1,13,0,0,0,0,0,0,0,0,NA,0,4,1,1,6,50,NA,1,1,07,,24,5,6312,NA,NA,NA,06,2,,
03328204,01,17418.081,53400,1,2,15,,53,NA,1,NA,1,NA,2,NA,8,5,2,1,15,0,0,0,0,0,0,0,0,NA,140000,4,1,0,3,41,NA,1,1,04,,27,4,10504,0,NA,800,08,2,,
03328224,02,27251.694,73000,1,2,14,12,54,52,2,1,1,1,2,2,1,1,2,1,14,0,0,0,0,0,0,0,0,NA,0,1,2,3,7,20,60,2,2,01,12,39,3,8486,NA,NA,NA,01,2,,
03328254,01,22337.338,58000,1,1,13,,61,NA,2,NA,1,NA,2,NA,8,3,3,1,13,0,0,0,0,0,0,0,0,NA,350000,2,1,1,7,40,NA,1,1,04,,13,5,10734,NA,NA,NA,01,2,,
03328264,01,20130.336,30400,1,1,12,12,78,76,1,2,1,1,2,2,1,1,3,1,12,0,0,0,0,0,0,0,0,NA,NA,2,2,1,7,70,NA,1,1,10,,48,7,0,NA,NA,NA,01,2,,
03328274,02,21607.727,134207,1,2,12,12,40,41,2,1,1,1,2,2,4,1,2,1,13,0,0,0,0,0,0,0,0,0,NA,1,5,4,8,40,40,3,4,04,01,55,3,17402,83,NA,10000,01,2,,
03328294,01,13549.375,150000,1,2,16,,55,NA,1,NA,1,NA,2,NA,8,3,3,1,16,0,0,0,0,0,0,0,0,NA,450000,4,1,1,4,60,NA,1,1,05,,12,5,31664,NA,NA,NA,07,2,,
03328304,01,30502.565,300000,1,1,15,15,52,56,2,1,1,1,2,2,3,1,3,1,15,0,0,0,0,0,0,0,0,NA,NA,1,4,2,13,55,40,2,2,03,06,13,5,147447,NA,NA,NA,01,2,,
03328324,01,16282.067,9260,1,1,11,12,47,49,2,1,1,1,1,1,3,1,4,1,12,0,0,0,0,0,0,0,0,NA,0,4,4,1,6,40,NA,1,1,10,,06,9,-3950,NA,NA,NA,01,2,,
03328334,01,19450.151,50000,1,4,16,,28,NA,1,NA,1,NA,2,NA,8,5,3,1,16,0,0,0,0,0,0,0,0,NA,0,4,1,1,6,50,NA,1,1,05,,01,6,7651,NA,NA,NA,01,2,,
03328364,01,24398.195,13044,1,5,13,,72,NA,1,NA,1,NA,2,NA,8,2,NA,2,13,0,0,0,0,0,0,0,0,NA,0,2,1,3,7,NA,NA,8,0,,,,NA,0,NA,NA,NA,09,2,,
03328464,02,26723.099,110005,1,1,15,15,31,31,1,2,1,1,2,2,2,1,2,1,15,0,0,0,0,0,0,0,0,NA,78000,1,3,2,9,45,40,2,2,06,01,17,3,92974,NA,NA,NA,01,2,,
03328484,02,23286.852,60000,1,2,12,12,50,64,2,1,1,1,2,1,1,1,3,1,12,0,0,0,0,0,0,0,0,NA,NA,4,2,3,4,40,45,2,2,05,12,37,5,7235,NA,NA,1400,01,2,,
03328514,02,16293.201,84940,1,5,13,12,72,67,1,2,1,1,2,2,4,1,NA,2,13,0,0,0,0,0,0,0,0,NA,0,1,3,3,5,NA,40,6,2,,01,,NA,2846,NA,NA,2500,01,2,,
03328544,01,17053.64,15238,1,3,13,,66,NA,1,NA,2,NA,2,NA,9,1,3,1,14,0,0,0,0,0,0,0,0,NA,0,4,2,0,3,NA,NA,8,0,,,45,5,0,NA,NA,NA,08,2,,
03328574,01,19941.207,150200,1,5,13,16,58,49,1,2,2,2,2,2,4,1,3,2,16,0,0,0,0,0,0,0,0,NA,NA,2,4,4,6,40,40,3,3,12,02,,7,21244,NA,NA,NA,01,2,,
03328634,01,20418.421,15862,1,1,12,,87,NA,2,NA,1,NA,2,NA,8,2,1,1,12,0,0,0,0,0,0,0,0,NA,0,4,1,0,3,NA,NA,8,0,,,42,2,0,NA,NA,NA,08,2,,
03328654,01,16409.67,18000,1,1,15,,66,NA,1,NA,1,NA,2,NA,8,3,4,1,15,0,0,0,0,0,0,0,0,NA,NA,4,1,1,6,NA,NA,8,0,,,06,9,0,NA,NA,NA,08,2,,
03328664,01,18129.056,51662,1,4,13,,50,NA,2,NA,2,NA,2,NA,9,3,3,1,13,0,0,0,0,0,0,0,0,0,0,4,2,1,5,55,NA,1,1,01,,01,6,6523,27,NA,250,01,2,,
03328704,01,20873.232,60000,1,1,12,,61,NA,1,NA,2,NA,2,NA,8,3,3,1,12,0,0,0,0,0,0,0,0,NA,105000,1,1,2,6,40,NA,1,1,01,,48,7,8244,NA,NA,NA,01,2,,
03328714,01,11577.577,384,1,1,13,,67,NA,2,NA,1,NA,2,NA,8,3,1,1,13,0,0,0,0,0,0,0,0,NA,NA,2,1,1,7,NA,NA,8,0,,,36,2,-375,NA,NA,NA,02,2,,
03328724,01,23704.814,8662,1,3,13,,73,NA,2,NA,1,NA,2,NA,8,2,3,1,13,0,0,0,0,0,0,0,0,NA,NA,1,1,1,3,NA,NA,8,0,,,12,5,0,NA,NA,NA,01,2,,
03328734,01,18063.532,23000,1,1,13,12,77,71,1,2,1,1,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,NA,0,4,2,1,3,40,NA,1,1,08,,10,5,0,2,NA,950,08,2,,
03328744,01,25914.828,27178,1,4,15,,62,NA,2,NA,1,NA,2,NA,9,3,4,1,15,0,0,0,0,0,0,0,0,NA,0,4,2,1,5,30,NA,1,1,06,,06,9,-2533,25,NA,1800,01,2,,
03328754,01,17336.612,35000,1,2,12,,59,NA,1,NA,1,NA,2,NA,8,5,4,1,12,0,0,0,0,0,0,0,0,NA,0,4,1,1,4,40,NA,1,1,10,,41,9,5489,NA,NA,NA,08,2,,
03328804,01,21399.639,6827,1,2,11,,76,NA,2,NA,1,NA,2,NA,8,4,4,1,11,0,0,0,0,0,0,0,0,NA,0,4,1,0,3,NA,NA,8,0,,,06,9,0,NA,NA,NA,11,2,,
03328814,04,21632.74,63580,1,4,10,10,56,50,1,2,1,1,1,1,4,1,4,1,13,0,0,0,0,0,0,0,0,NA,0,1,5,3,6,30,40,3,4,13,12,04,8,-2417,NA,NA,5000,01,2,,
03328824,02,25986.618,123000,1,2,16,12,43,53,2,1,1,1,1,2,4,1,3,1,16,0,0,0,0,0,0,0,0,NA,20000,1,4,5,9,20,50,3,3,06,05,12,5,18361,200,NA,12000,01,2,,
03328834,01,21608.362,100000,1,2,16,,51,NA,2,NA,1,NA,2,NA,8,5,4,1,16,0,0,0,0,0,0,0,0,NA,NA,1,1,1,4,40,NA,1,1,01,,06,9,14175,NA,NA,NA,08,2,,
03328854,02,20226.053,200000,1,2,12,13,42,42,2,1,1,1,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,NA,0,1,2,2,8,40,40,2,2,04,03,12,5,37353,NA,NA,NA,01,2,,
03328864,01,21383.007,80000,1,1,14,11,32,26,1,2,1,1,1,1,2,1,2,1,14,0,0,0,0,0,0,0,0,NA,NA,2,5,1,6,40,32,2,2,11,10,18,3,4370,NA,NA,NA,01,2,,
03328894,01,11350.799,18871,1,2,13,,87,NA,2,NA,1,NA,2,NA,8,2,2,1,13,0,0,0,0,0,0,0,0,NA,30000,1,1,1,5,NA,NA,8,0,,,27,4,-35,NA,NA,NA,08,2,,
03328924,02,11196.059,114000,1,2,15,16,57,63,2,1,1,1,2,2,4,1,2,1,16,0,0,0,0,0,0,0,0,0,304000,2,3,4,9,40,45,3,3,04,03,29,4,36658,NA,NA,NA,01,2,,
03328934,01,20857.369,23388,1,1,12,,72,NA,1,NA,1,NA,2,NA,8,2,2,1,12,0,0,0,0,0,0,0,0,NA,NA,4,1,1,2,NA,NA,8,0,,,17,3,1277,NA,NA,NA,08,2,,
03328944,01,26391.328,2000,1,2,13,,21,NA,2,NA,2,NA,2,NA,8,5,1,1,13,0,0,0,0,0,0,0,0,0,0,4,1,0,3,20,NA,1,1,05,,36,2,-199,0,NA,60,08,2,,
03328954,01,20352.249,30283,2,5,12,10,66,73,2,1,1,1,2,2,1,1,2,2,12,0,0,0,0,0,0,0,0,NA,0,2,2,2,6,NA,NA,8,0,,,,NA,0,NA,NA,NA,09,2,,
03328984,01,21514.463,60500,1,5,12,11,57,58,1,2,1,1,2,2,5,1,NA,2,12,0,0,0,0,0,0,0,0,NA,NA,1,6,3,7,40,40,2,2,11,11,,NA,685,NA,NA,2200,01,2,,
03329034,02,21678.612,88000,1,3,15,16,31,28,1,2,1,1,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,NA,50000,1,2,2,4,40,40,2,2,03,02,31,4,11086,NA,NA,NA,01,2,,
03329044,02,23375.922,300000,1,4,15,,39,NA,1,NA,1,NA,2,NA,9,5,4,1,16,0,0,0,0,0,0,0,0,3577,NA,1,2,3,3,65,NA,4,2,03,,06,9,155691,NA,NA,NA,01,2,,
03329054,01,14456.857,40462,1,4,11,11,63,68,2,1,2,2,2,2,5,1,3,1,11,0,0,0,0,0,0,0,0,NA,0,1,3,3,6,40,NA,1,1,07,,01,6,-4006,NA,NA,NA,01,2,,
03329064,04,24982.151,0,2,4,12,,20,NA,2,NA,1,NA,2,NA,9,5,3,2,12,0,0,0,0,0,0,0,0,NA,NA,2,3,2,11,8,NA,4,2,05,,51,5,-1513,NA,NA,NA,01,2,,
03329104,01,22838.69,61600,1,2,12,14,41,42,1,2,1,1,1,2,4,1,3,1,14,0,0,0,0,0,0,0,0,NA,100000,2,5,3,8,40,NA,4,2,10,,48,7,1208,0,NA,2400,01,2,,
03329114,01,20259.339,48000,1,4,14,,26,NA,1,NA,1,NA,2,NA,6,5,3,1,14,0,0,0,0,0,0,0,0,NA,0,4,2,2,6,40,NA,1,1,10,,22,7,4305,NA,NA,NA,08,2,,
03329124,01,16825.565,13630,1,2,13,,73,NA,2,NA,2,NA,2,NA,8,2,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,1,1,2,NA,NA,8,0,,,06,9,0,NA,NA,NA,08,2,,
03329134,02,17237.754,121200,1,3,10,13,71,68,1,2,1,1,2,2,1,1,3,1,13,0,0,0,0,0,0,0,0,NA,NA,2,2,2,6,NA,40,5,1,,03,37,5,20691,NA,NA,NA,01,2,,
03329174,01,18362.018,43000,1,3,14,13,47,40,1,2,4,4,2,2,2,1,3,1,14,0,0,0,0,0,0,0,0,NA,NA,1,3,2,6,40,NA,1,1,03,,22,7,1636,NA,NA,NA,01,2,,
03329184,01,25856.947,88005,1,4,12,,29,NA,1,NA,1,NA,2,NA,6,5,2,1,12,0,0,0,0,0,0,0,0,NA,NA,1,2,7,8,44,NA,1,1,11,,55,3,11414,NA,NA,NA,01,2,,
03329194,01,13844.039,154000,1,2,14,16,61,61,1,2,2,2,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,NA,400000,2,2,2,7,40,40,2,2,01,03,29,4,24864,NA,NA,51839,01,2,,
03329204,01,19979.79,34289,1,2,16,15,67,67,1,2,1,1,2,2,1,1,2,1,16,0,0,0,0,0,0,0,0,NA,330000,1,2,2,11,NA,NA,8,0,,,27,4,-2584,0,NA,200,01,2,,
03329224,02,18550.41,55000,1,1,10,11,61,45,1,2,1,1,1,1,3,1,4,1,11,0,0,0,0,0,0,0,0,NA,0,1,3,2,6,40,40,2,2,10,11,06,9,2175,NA,NA,NA,01,2,,
03329244,01,18278.025,42680,1,1,12,12,49,37,1,2,1,1,1,1,4,1,2,1,13,0,0,0,0,0,0,0,0,NA,NA,4,5,1,5,38,40,3,5,11,11,17,3,5704,NA,NA,NA,01,2,,
03329284,02,18304.254,95000,1,1,16,16,47,41,2,1,1,1,2,2,3,1,1,1,16,0,0,0,0,0,0,0,0,NA,NA,1,4,2,8,40,40,2,2,04,11,34,2,6429,NA,NA,NA,01,2,,
03329314,01,23375.888,150000,1,1,15,16,40,39,1,2,1,1,2,2,3,1,3,1,16,0,0,0,0,0,0,0,0,NA,NA,1,4,2,10,40,NA,1,1,03,,48,7,36011,NA,NA,NA,01,2,,
03329324,01,21303.336,4524,1,1,11,,42,NA,2,NA,2,NA,2,NA,8,5,1,1,11,0,0,0,0,0,0,0,0,NA,0,4,1,0,5,NA,NA,8,0,,,36,2,0,NA,NA,NA,04,2,,
03329344,01,23649.875,60000,1,2,13,12,60,59,2,1,5,5,2,2,1,1,4,1,13,0,0,0,0,0,0,0,0,NA,0,4,2,3,NA,40,40,2,2,04,07,53,9,5003,NA,NA,NA,01,2,,
03329374,01,21546.934,46000,1,4,14,,31,NA,2,NA,1,NA,2,NA,8,5,3,1,14,0,0,0,0,0,0,0,0,110,0,4,1,1,4,40,NA,1,1,03,,48,7,4901,NA,NA,NA,08,2,,
03329394,01,21657.85,20918,1,4,12,,82,NA,2,NA,1,NA,2,NA,8,2,1,1,12,0,0,0,0,0,0,0,0,NA,NA,2,1,1,3,NA,NA,8,0,,,42,2,0,NA,NA,NA,01,2,,
03329404,01,20598.312,27662,1,2,16,16,69,65,1,2,1,1,1,2,1,1,3,1,16,0,0,0,0,0,0,0,0,NA,300000,1,2,2,15,16,NA,1,1,10,,48,7,1608,NA,NA,NA,01,2,,
03329424,01,22263.041,10668,1,4,11,,56,NA,1,NA,1,NA,2,NA,8,3,4,1,11,0,0,0,0,0,0,0,0,NA,0,4,1,1,4,NA,NA,8,0,,,06,9,0,NA,NA,NA,08,2,,
03329434,01,25491.152,0,1,2,15,,56,NA,1,NA,1,NA,2,NA,8,5,1,1,15,0,0,0,0,0,0,0,0,NA,NA,1,1,2,5,NA,NA,8,0,,,36,2,236,NA,NA,NA,01,2,,
03329454,01,22168.051,104079,1,2,16,15,52,58,1,2,2,1,2,2,1,1,1,1,16,0,0,0,0,0,0,0,0,NA,129551,5,2,3,6,40,30,2,2,03,03,09,1,16550,51,NA,6156,01,2,,
03329464,02,13347.494,0,1,1,12,,54,NA,1,NA,2,NA,2,NA,9,5,1,1,12,0,0,0,0,0,0,0,0,NA,0,4,2,0,4,NA,NA,8,0,,,34,2,-150,NA,NA,NA,08,2,,
03329474,01,22157.67,19422,1,2,15,,71,NA,2,NA,1,NA,2,NA,8,3,2,1,15,0,0,0,0,0,0,0,0,NA,150000,1,1,1,5,NA,NA,8,0,,,27,4,-1442,25,NA,2500,03,2,,
03329484,01,20162.1,17000,1,1,00,00,60,61,2,1,1,1,1,1,1,1,3,1,00,0,0,0,0,0,0,0,0,NA,0,2,2,2,5,NA,40,5,1,,11,48,7,-249,NA,NA,NA,01,2,,
03329504,01,22903.704,11782,1,2,14,,72,NA,2,NA,1,NA,2,NA,8,2,3,1,14,0,0,0,0,0,0,0,0,NA,0,1,1,3,5,NA,NA,8,0,,,37,5,0,NA,NA,2000,01,2,,
03329514,01,15952.232,1100,1,1,15,15,79,87,2,1,1,1,2,2,1,1,2,1,15,0,0,0,0,0,0,0,0,NA,NA,4,2,0,4,NA,NA,8,0,,,17,3,0,NA,NA,NA,07,2,,
