NEWID,MEMBNO,AGE,SEX,EARNER,EARNTYPE,INC_HRSQ,INCOMEY,OCCUCODE,HISPANIC,MEMBRACE,PAYSTUB,SALARYX,WKSTATUS
03532601,2,23,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532621,1,60,2,1,1,40,2,01,NA,1,2,NA,1
03532641,1,27,2,1,4,20,1,03,NA,1,2,NA,1
03532641,2,11,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532641,3,6,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532641,4,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532641,5,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532661,1,60,1,1,1,40,1,03,NA,1,2,NA,1
03532661,2,47,2,1,1,40,1,03,NA,1,2,NA,1
03532671,1,40,1,1,4,25,4,11,NA,1,2,NA,1
03532671,2,31,2,1,1,40,1,04,NA,1,1,29500,1
03532671,3,0,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532681,1,60,1,1,4,30,5,03,NA,1,NA,NA,2
03532681,2,61,2,1,4,8,3,02,NA,1,2,2000,1
03532681,3,23,1,1,4,8,1,05,NA,1,2,5000,1
03532691,1,24,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532691,2,29,1,1,1,35,5,12,NA,1,NA,NA,2
03532691,3,3,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532691,4,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532701,1,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532701,2,73,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532711,1,38,2,1,1,45,3,01,NA,2,1,50200,1
03532711,2,42,1,1,1,50,4,08,NA,2,2,75000,1
03532711,3,10,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03532711,4,5,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03532751,1,57,1,1,3,60,5,03,NA,1,2,100000,2
03532751,2,56,2,1,1,40,1,03,NA,1,2,50000,1
03532761,1,51,2,1,1,40,1,04,NA,2,2,50000,1
03532771,1,33,2,1,1,60,1,03,NA,4,1,NA,1
03532781,1,75,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03532781,2,51,2,1,1,45,1,11,NA,2,2,NA,1
03532791,1,20,1,1,1,45,2,04,NA,6,2,30000,1
03532791,2,20,1,1,3,40,1,06,NA,1,2,15360,1
03532791,3,23,1,1,3,40,1,11,NA,6,2,9200,1
03532791,4,20,1,1,3,40,1,11,NA,1,2,7360,1
03532791,5,17,1,2,NA,NA,NA,,NA,6,NA,NA,NA
03532801,1,55,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532801,2,36,1,1,1,50,1,11,NA,1,1,41600,1
03532811,1,52,2,1,3,40,1,10,2,1,2,1200,1
03532811,2,60,1,1,1,40,1,10,NA,1,2,NA,1
03532811,3,28,1,1,3,40,1,10,2,1,2,400,1
03532821,1,56,1,1,1,50,2,03,4,1,2,76000,1
03532821,2,52,2,2,NA,NA,NA,,6,1,NA,NA,NA
03532821,3,27,1,1,3,40,1,05,4,1,1,24500,1
03532831,1,49,2,1,2,22,5,10,NA,4,NA,NA,2
03532851,1,60,1,1,1,40,1,06,NA,1,2,60000,1
03532851,2,59,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532851,3,21,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532861,1,39,1,1,1,50,3,03,NA,1,2,NA,1
03532901,1,68,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532921,1,23,2,1,4,15,1,05,NA,2,1,8000,1
03532931,1,46,1,1,1,50,1,11,NA,1,2,27000,1
03532941,1,35,2,1,1,35,4,02,NA,2,2,67000,1
03532961,1,46,1,2,NA,NA,NA,,4,1,NA,NA,NA
03532961,2,33,2,2,NA,NA,NA,,1,1,NA,NA,NA
03532961,3,14,1,2,NA,NA,NA,,1,1,NA,NA,NA
03532961,4,8,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03532961,5,10,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03532971,1,50,1,1,1,42,1,11,NA,1,2,98000,1
03532971,2,50,2,1,1,40,1,04,NA,1,2,33000,1
03532991,1,70,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533001,1,47,2,1,1,40,2,03,NA,1,2,81000,1
03533001,2,55,1,1,1,40,1,03,NA,1,2,NA,1
03533001,3,29,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533001,4,25,1,1,1,40,1,05,NA,1,2,40000,1
03533001,5,25,1,1,1,40,1,02,NA,1,2,32000,1
03533001,6,13,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533001,7,5,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533011,1,30,1,1,3,35,1,05,NA,2,2,NA,1
03533011,2,29,2,1,1,40,1,03,NA,2,2,NA,1
03533011,3,7,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533011,4,7,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533011,5,13,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533031,1,32,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03533031,2,36,1,1,1,40,4,03,NA,4,2,60000,1
03533031,3,12,1,NA,NA,NA,NA,,NA,4,NA,NA,NA
03533031,4,9,1,NA,NA,NA,NA,,NA,4,NA,NA,NA
03533041,1,60,1,1,3,40,1,10,NA,1,2,NA,1
03533041,2,60,2,1,1,45,3,11,NA,1,NA,NA,1
03533051,1,61,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533051,2,62,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533072,1,22,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533091,1,65,1,1,3,45,1,07,NA,1,2,46000,1
03533091,2,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533111,1,37,1,1,1,40,4,10,NA,1,2,63000,1
03533111,2,33,2,1,3,40,4,02,5,4,2,NA,1
03533121,1,32,2,1,1,40,2,08,NA,1,1,57000,1
03533121,2,34,1,1,1,40,2,08,NA,1,2,62000,1
03533121,3,8,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533141,1,66,2,2,NA,NA,NA,,NA,6,NA,NA,NA
03533161,1,55,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533201,1,74,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533211,1,40,1,1,1,50,1,01,NA,1,1,88000,1
03533211,2,18,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533211,3,15,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533211,4,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533211,5,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533221,1,74,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533221,2,74,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533231,1,57,1,1,1,40,1,11,NA,1,2,42000,1
03533231,2,50,2,1,4,25,5,13,NA,1,NA,NA,2
03533241,1,48,1,1,1,50,1,01,NA,1,1,72000,1
03533241,2,22,1,1,2,32,1,10,NA,1,1,23000,1
03533251,1,74,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533261,1,74,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533271,1,48,1,1,1,60,5,09,2,1,NA,NA,2
03533321,1,77,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533331,1,26,2,1,1,35,1,10,NA,1,2,19000,1
03533341,1,65,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533341,2,34,1,1,1,40,1,08,NA,1,2,NA,1
03533361,1,71,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03533361,2,53,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03533361,3,26,1,1,4,16,1,01,NA,2,2,NA,1
03533401,1,58,2,1,1,40,2,03,NA,2,2,119000,1
03533421,1,79,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533431,1,77,2,1,2,30,1,11,NA,1,NA,NA,1
03533431,2,77,1,1,1,60,1,10,NA,1,NA,NA,1
03533451,1,64,1,1,1,45,5,10,NA,1,2,NA,2
03533451,2,61,2,1,2,24,1,06,NA,1,2,NA,1
03533451,3,32,1,1,1,40,1,10,NA,1,2,NA,1
03533464,1,24,1,1,3,35,1,12,NA,1,2,14000,1
03533464,2,22,2,1,1,40,1,04,NA,1,2,16000,1
03533481,1,23,2,1,1,40,1,10,NA,1,2,50000,1
03533481,2,24,1,1,1,60,1,10,NA,1,2,50000,1
03533501,1,45,2,1,1,50,1,01,NA,1,2,49800,1
03533501,2,48,1,1,1,40,1,11,NA,1,2,NA,1
03533501,4,18,2,1,4,16,1,05,NA,1,2,670,1
03533511,1,43,2,1,1,40,2,10,NA,1,1,27000,1
03533521,1,38,2,1,1,48,1,07,NA,2,2,80000,1
03533521,2,56,2,1,2,20,1,02,NA,2,2,20000,1
03533521,3,9,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533521,4,6,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533521,5,3,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533521,6,3,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533531,1,24,2,1,1,45,1,09,NA,1,2,2400,1
03533531,2,24,1,1,1,50,1,12,NA,1,1,38400,1
03533541,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533541,2,69,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533561,1,74,1,1,1,35,1,06,NA,1,2,15000,1
03533561,2,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533591,1,39,2,2,NA,NA,NA,,6,1,NA,NA,NA
03533591,2,49,1,1,1,40,3,10,1,1,2,NA,1
03533591,3,3,1,NA,NA,NA,NA,,1,1,NA,NA,NA
03533601,1,31,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533601,2,43,1,1,1,40,1,05,NA,1,2,NA,1
03533601,3,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533621,1,35,2,1,1,40,1,03,6,6,2,25000,1
03533621,2,14,1,2,NA,NA,NA,,4,6,NA,NA,NA
03533621,3,7,1,NA,NA,NA,NA,,6,6,NA,NA,NA
03533631,1,54,1,1,1,48,1,11,NA,1,1,NA,1
03533631,2,52,2,1,4,18,3,07,NA,1,2,NA,1
03533631,3,15,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533641,1,42,2,1,3,40,1,05,1,1,2,23000,1
03533641,2,46,1,1,1,60,1,14,1,1,2,38534,1
03533641,3,18,1,1,4,20,1,14,2,1,2,4800,1
03533641,4,76,2,2,NA,NA,NA,,1,1,NA,NA,NA
03533661,1,18,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03533661,2,21,2,1,1,40,3,03,NA,2,2,NA,1
03533661,3,3,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533661,4,0,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533671,1,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533691,1,37,1,1,1,40,1,14,NA,1,2,NA,1
03533691,2,33,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533691,3,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533691,4,8,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533701,1,57,1,1,1,65,1,06,NA,2,2,11000,1
03533701,2,55,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03533711,1,59,1,1,4,10,4,02,NA,1,2,12000,1
03533723,1,30,2,1,1,65,1,03,NA,1,2,100000,1
03533723,2,37,1,1,1,50,1,03,NA,1,2,65000,1
03533731,1,58,2,1,1,55,1,10,NA,1,1,17000,1
03533731,2,21,1,1,1,40,3,08,NA,1,1,19000,1
03533731,3,52,1,1,1,42,1,10,NA,2,2,50000,1
03533751,1,54,2,1,1,40,1,10,NA,1,2,32000,1
03533761,1,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533761,2,57,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533771,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533771,2,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533781,1,51,2,1,1,50,1,06,NA,1,2,NA,1
03533791,1,35,1,1,1,40,3,08,NA,2,2,60000,1
03533801,1,36,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533801,2,18,2,2,NA,NA,NA,,2,1,NA,NA,NA
03533801,3,16,1,2,NA,NA,NA,,2,1,NA,NA,NA
03533801,4,12,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03533811,1,39,2,1,1,60,5,05,2,1,NA,NA,2
03533811,2,42,1,1,1,50,1,05,2,1,2,NA,1
03533811,3,20,1,2,NA,NA,NA,,2,1,NA,NA,NA
03533811,4,12,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03533824,1,66,2,1,4,15,1,09,NA,6,NA,NA,1
03533831,1,44,2,1,1,40,5,09,4,6,NA,NA,2
03533831,2,37,2,1,1,40,4,05,NA,6,2,NA,1
03533831,3,60,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03533831,4,26,2,1,1,40,5,09,NA,2,NA,NA,2
03533831,5,27,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03533831,6,22,2,2,NA,NA,NA,,4,6,NA,NA,NA
03533831,7,25,1,1,2,27,1,10,NA,2,2,NA,1
03533831,8,16,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03533831,9,10,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533831,10,9,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533831,11,8,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533831,12,7,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03533852,1,38,1,1,1,50,1,12,NA,1,2,20000,1
03533852,2,36,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533852,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533852,4,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533852,5,8,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533852,6,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03533871,1,22,1,1,1,50,1,03,NA,1,2,50000,1
03533871,2,23,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533881,1,48,2,1,2,32,1,03,NA,1,1,50000,1
03533881,2,19,2,1,2,20,1,05,NA,1,2,15000,1
03533894,1,67,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533894,2,66,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03533911,1,67,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03533911,2,68,2,1,1,45,1,04,NA,1,2,NA,1
03533931,1,39,2,1,4,20,5,04,5,1,1,4200,2
03533931,2,37,1,1,1,40,1,03,NA,1,1,50000,1
03533931,3,13,1,NA,NA,NA,NA,,5,1,NA,NA,NA
03533931,4,11,2,NA,NA,NA,NA,,5,1,NA,NA,NA
03533931,5,9,2,NA,NA,NA,NA,,5,1,NA,NA,NA
03533943,1,41,1,1,1,65,1,05,1,1,2,23000,1
03533971,1,27,2,1,1,60,1,01,NA,6,1,58240,1
03534011,1,35,1,1,3,40,1,05,NA,1,NA,NA,1
03534024,1,28,2,1,1,40,1,05,NA,1,2,12000,1
03534024,2,4,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534024,3,2,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534024,4,30,1,1,1,40,1,10,NA,1,2,16000,1
03534024,5,23,1,1,1,40,1,10,NA,1,2,16000,1
03534064,1,23,1,1,1,56,4,03,NA,1,1,55000,1
03534064,2,26,2,1,1,40,1,03,NA,1,2,38000,1
03534071,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534111,1,63,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03534111,2,66,1,1,2,12,1,11,NA,2,2,80000,1
03534121,1,59,1,1,3,70,1,03,NA,2,2,280500,1
03534131,1,31,1,1,1,45,1,10,NA,1,2,NA,1
03534131,2,25,2,1,1,50,4,10,NA,1,2,NA,1
03534141,1,37,2,1,1,40,1,07,NA,1,2,45000,1
03534141,2,39,1,1,1,40,1,05,NA,1,2,35000,1
03534151,1,27,2,1,3,35,1,03,NA,1,1,NA,1
03534151,2,27,2,1,1,40,1,03,NA,1,2,NA,1
03534171,1,53,1,1,1,40,1,03,NA,6,2,90000,1
03534171,2,63,2,1,1,40,1,03,NA,1,2,155000,1
03534181,1,26,1,1,1,52,1,07,2,1,2,NA,1
03534181,2,26,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534181,3,4,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03534181,4,1,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03534211,1,49,1,1,1,50,1,01,NA,4,2,NA,1
03534211,2,43,2,1,1,40,1,03,NA,4,2,NA,1
03534221,1,61,2,2,NA,NA,NA,,6,1,NA,NA,NA
03534221,2,54,1,1,1,46,1,10,6,1,NA,NA,1
03534221,3,25,1,1,1,40,1,14,6,1,NA,NA,1
03534221,4,21,1,1,2,30,5,10,6,1,NA,NA,2
03534251,1,68,2,1,3,40,5,03,NA,1,NA,NA,2
03534251,2,40,1,1,1,40,5,03,NA,1,NA,NA,2
03534251,3,38,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534251,4,22,1,1,2,32,1,03,NA,1,2,NA,1
03534251,5,10,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534261,1,62,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534271,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534301,1,58,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534301,2,35,2,1,1,35,1,05,NA,1,2,16000,1
03534321,1,44,2,2,NA,NA,NA,,1,1,NA,NA,NA
03534321,2,47,1,1,3,50,5,03,1,1,2,3000,2
03534321,3,21,2,1,4,20,1,05,1,1,2,250,1
03534321,4,14,2,2,NA,NA,NA,,1,1,NA,NA,NA
03534341,1,52,1,1,4,30,1,11,NA,1,2,NA,1
03534341,2,53,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534351,1,80,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534351,2,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534361,1,24,2,1,4,20,1,04,NA,1,2,4400,1
03534361,2,25,1,1,1,40,1,11,NA,1,2,51168,1
03534361,3,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534411,1,34,1,1,4,30,2,10,NA,1,1,7000,1
03534421,1,46,2,1,1,60,1,01,NA,3,2,NA,1
03534421,2,19,1,2,NA,NA,NA,,NA,3,NA,NA,NA
03534431,1,45,1,1,3,35,5,11,2,1,2,12000,2
03534431,2,66,2,1,1,40,1,06,1,1,2,18000,1
03534451,1,36,1,1,1,60,1,01,NA,1,1,62100,1
03534464,1,23,1,1,1,40,1,08,NA,2,2,28800,1
03534464,2,43,2,1,1,40,1,10,NA,2,NA,NA,1
03534471,1,49,2,1,2,30,1,06,NA,1,2,62000,1
03534471,2,51,1,1,1,60,1,01,NA,1,2,NA,1
03534471,3,16,2,1,4,15,1,10,NA,1,2,400,1
03534483,1,55,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534501,1,38,2,1,1,40,1,06,NA,1,2,NA,1
03534501,2,39,1,1,1,40,1,12,NA,1,2,NA,1
03534501,3,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534501,4,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534511,1,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534521,1,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534531,1,24,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534531,2,47,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534531,3,2,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534551,1,25,1,1,1,70,1,11,NA,1,2,NA,1
03534551,2,24,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534551,3,3,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534551,4,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534581,1,41,2,1,1,50,1,01,NA,1,2,139000,1
03534581,2,39,1,1,1,80,5,03,NA,1,2,NA,2
03534581,3,17,2,1,4,20,4,10,2,1,2,1500,1
03534581,4,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534581,5,8,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534591,1,25,2,1,3,35,1,05,NA,1,2,2000,1
03534591,2,29,1,1,1,48,1,14,NA,1,2,65000,1
03534591,3,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534591,4,2,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534601,1,60,1,1,1,40,1,11,NA,1,2,68000,1
03534601,2,53,2,1,1,36,1,03,NA,1,2,65000,1
03534611,1,49,1,1,1,40,3,02,NA,1,2,135000,1
03534611,2,25,2,1,1,40,3,02,NA,1,2,50000,1
03534631,1,46,2,1,1,40,1,11,6,1,1,30000,1
03534631,2,44,1,1,1,40,1,11,6,1,1,30000,1
03534631,4,24,2,2,NA,NA,NA,,6,1,NA,NA,NA
03534631,5,15,2,2,NA,NA,NA,,6,1,NA,NA,NA
03534631,6,13,2,NA,NA,NA,NA,,6,1,NA,NA,NA
03534641,1,50,2,1,1,40,1,06,NA,1,2,NA,1
03534711,1,40,2,1,4,20,1,06,NA,1,2,30000,1
03534731,1,36,1,1,1,40,1,03,NA,4,2,NA,1
03534731,2,31,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534731,3,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534731,4,3,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03534743,1,43,1,1,1,40,2,02,1,1,2,10000,1
03534751,1,81,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534751,2,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534761,1,29,2,1,1,60,2,15,NA,1,2,NA,1
03534761,2,28,1,1,1,40,1,04,2,1,2,NA,1
03534781,1,80,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534781,2,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534821,1,50,1,1,1,45,2,03,NA,2,2,90000,1
03534821,2,32,2,1,3,40,1,03,6,1,2,35000,1
03534831,1,42,2,1,1,40,1,07,NA,1,1,1558,1
03534831,2,20,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03534831,3,17,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03534852,1,36,1,1,1,35,1,06,NA,1,2,28000,1
03534881,1,34,2,1,3,40,1,06,NA,1,2,8000,1
03534881,2,12,1,NA,NA,NA,NA,,4,1,NA,NA,NA
03534881,3,9,1,NA,NA,NA,NA,,4,1,NA,NA,NA
03534881,4,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545461,1,75,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545471,1,35,1,1,1,80,1,03,NA,1,2,80000,1
03545471,2,33,2,1,1,80,1,03,NA,1,2,280500,1
03545491,1,38,2,1,1,40,5,10,NA,1,2,NA,2
03545491,2,42,1,1,3,40,1,12,NA,1,1,NA,1
03545491,3,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545491,4,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03545491,5,18,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545491,6,18,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03545511,1,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545521,1,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545521,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03545531,1,58,1,1,1,40,2,11,NA,1,1,56791,1
03545531,2,59,2,1,1,40,2,11,NA,1,1,56791,1
03545581,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545581,2,62,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03545591,1,51,1,1,1,40,1,12,NA,1,2,87000,1
03545611,1,79,2,1,2,12,1,10,NA,1,2,1000,1
03545621,1,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545621,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03545641,1,38,2,1,3,40,1,10,NA,1,2,15100,1
03545641,2,62,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03545641,3,18,1,1,4,20,1,05,NA,1,NA,NA,1
03545661,1,55,2,1,1,40,1,10,6,1,1,26700,1
03545661,2,27,1,1,4,20,1,10,6,1,2,13000,1
03545671,1,30,2,2,NA,NA,NA,,2,1,NA,NA,NA
03545671,2,12,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03545671,3,7,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03545671,4,4,1,NA,NA,NA,NA,,2,1,NA,NA,NA
03545671,5,39,1,1,1,40,1,05,1,1,2,NA,1
03545691,1,28,2,1,4,10,1,02,NA,1,1,2650,1
03545691,2,28,1,1,1,40,1,03,NA,1,1,71275,1
03545691,3,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03545701,1,73,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545751,1,80,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03545751,2,79,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545771,1,62,1,1,1,40,1,12,NA,1,2,28000,1
03545781,1,77,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03545781,2,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03545781,3,36,1,1,3,36,1,11,NA,1,2,NA,1
03545781,4,32,2,1,1,48,1,10,NA,1,2,NA,1
03545791,1,58,2,1,1,56,4,03,NA,1,2,NA,1
03545791,2,20,2,1,4,15,4,10,NA,1,2,6000,1
03545851,1,46,1,1,1,40,1,07,NA,1,2,30000,1
03545861,1,26,1,1,1,40,1,01,1,1,2,42000,1
03545871,1,40,1,1,3,35,1,07,NA,1,1,NA,1
03545881,1,37,1,1,1,40,1,03,NA,1,2,91000,1
03545881,2,36,2,1,1,40,1,03,NA,1,2,90000,1
03545881,3,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03545901,1,19,1,1,1,50,1,12,2,1,1,20800,1
03545944,1,20,1,1,3,40,1,10,NA,1,1,4500,1
03545951,1,33,1,1,1,50,1,03,NA,1,2,80000,1
03545951,2,41,2,1,2,32,1,01,NA,1,2,NA,1
03545951,3,6,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03545981,1,25,2,1,1,40,1,03,NA,2,2,48000,1
03545981,2,6,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03545991,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03546001,1,47,2,1,1,40,1,03,NA,1,1,NA,1
03546001,2,47,1,1,3,45,1,07,NA,1,2,5760,1
03546001,3,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03546011,1,38,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03546011,2,40,1,1,1,50,1,01,NA,1,2,110000,1
03546011,3,9,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03546011,4,7,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03546011,5,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03546021,1,30,1,1,1,50,1,13,NA,1,2,60000,1
03546021,2,28,2,1,1,40,5,03,NA,1,2,NA,2
03546041,1,62,2,1,1,40,1,10,NA,1,2,20000,1
03546041,2,70,1,1,1,36,1,05,6,1,1,17000,1
03546051,1,65,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03546051,2,65,1,2,NA,NA,NA,,NA,1,NA,NA,NA
